SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,state,arocm,state_base,direction
Otolemur crassicaudatus,Greater galago,Blood&Skin,1.7.2,Primates,1094.5,0.356164384,1.553424658,22.7,0.311894273,0.647136564,4,TxEx4-,-0.130682872,TxEx4,hypo
Ovis aries,Sheep,Blood,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.127923977,0.306895711,168,TxEx4-,-0.661843606,TxEx4,hypo
Ovis aries,Sheep,Skin,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.004563085,0.39963015,262,TxEx4-,0.152107408,TxEx4,hypo
Panthera leo nubica,Lion,Blood,5.2.4,Carnivora,175000.0,0.298630137,3.0,27.0,0.046666667,0.475777626,7,TxEx4-,-0.107847677,TxEx4,hypo
Panthera tigris,Tiger,Blood,5.2.5,Carnivora,161914.66,0.287671233,3.675342466,26.3,0.186860919,0.649429658,8,TxEx4-,-0.191223656,TxEx4,hypo
Papio hamadryas,Olive baboon,Adipose,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.199733333,0.609066667,41,TxEx4-,-0.005589565,TxEx4,hypo
Papio hamadryas,Olive baboon,Cerebellum,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.2144,0.609066667,38,TxEx4-,-0.033459311,TxEx4,hypo
Papio hamadryas,Olive baboon,Cortex,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,-0.001384335,0.609066667,105,TxEx4-,-0.088582934,TxEx4,hypo
Papio hamadryas,Olive baboon,Heart,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.159466667,0.609066667,47,TxEx4-,0.03448895,TxEx4,hypo
Papio hamadryas,Olive baboon,Liver,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.159466667,0.609066667,50,TxEx4-,-0.003477062,TxEx4,hypo
Peromyscus californicus,California mouse,Tail,9.5.9,Rodentia,42.0,0.082191781,0.126027397,5.5,0.015090909,0.5,16,TxEx4-,-1.033029108,TxEx4,hypo
Peromyscus eremicus,Cactus mouse,Tail,9.5.10,Rodentia,25.0,0.071232877,0.353424658,7.4,0.021621622,0.359459459,17,TxEx4-,-0.738592209,TxEx4,hypo
Peromyscus leucopus,White-footed mouse,Brain,9.5.11,Rodentia,23.0,0.071232877,0.2,7.9,0.073839662,0.29535865,7,TxEx4-,0.694750017,TxEx4,hypo
Peromyscus leucopus,White-footed mouse,Liver,9.5.11,Rodentia,23.0,0.071232877,0.2,7.9,0.073839662,0.29535865,8,TxEx4-,-0.484091048,TxEx4,hypo
Peromyscus leucopus,White-footed mouse,Tail,9.5.11,Rodentia,23.0,0.071232877,0.2,7.9,0.010506329,0.453164557,16,TxEx4-,-0.556444855,TxEx4,hypo
Peromyscus maniculatus,Eastern deer mouse,Brain,9.5.12,Rodentia,20.5,0.065753425,0.134246575,8.3,0.070281124,0.291164659,12,TxEx4-,-0.574323207,TxEx4,hypo
Peromyscus maniculatus,Eastern deer mouse,Liver,9.5.12,Rodentia,20.5,0.065753425,0.134246575,8.3,0.070281124,0.291164659,13,TxEx4-,0.617594176,TxEx4,hypo
Peromyscus maniculatus,Eastern deer mouse,Tail,9.5.12,Rodentia,20.5,0.065753425,0.134246575,8.3,0.01,0.340963855,25,TxEx4-,-0.743516279,TxEx4,hypo
Peromyscus polionotus,Oldfield mouse,Tail,9.5.13,Rodentia,14.0,0.065753425,0.076712329,5.5,0.015090909,0.347272727,16,TxEx4-,-1.143027215,TxEx4,hypo
Phoca vitulina,Harbor seal,Blood,5.9.1,Carnivora,115000.0,0.693150685,3.5,48.0,0.010780287,1.0,57,TxEx4-,-0.029856755,TxEx4,hypo
Phoca vitulina,Harbor seal,Skin,5.9.1,Carnivora,115000.0,0.693150685,3.5,48.0,0.081335616,0.730022831,11,TxEx4-,0.03205934,TxEx4,hypo
Phyllostomus discolor,Pale spear-nosed bat,Skin,8.4.5,Chiroptera,43.4,0.287671233,2.0,18.0,0.0,0.983333333,50,TxEx4-,-0.082507074,TxEx4,hypo
Phyllostomus hastatus,Greater spear-nosed bat,Skin,8.4.6,Chiroptera,81.0,0.328767123,2.0,22.0,0.0,0.75,71,TxEx4-,-0.071352528,TxEx4,hypo
Propithecus coquereli,Coquerel's sifaka,Blood,1.2.3,Primates,4189.27,0.386273973,3.813726027,30.59,0.003269042,0.932330827,3,TxEx4-,-0.032889868,TxEx4,hypo
Propithecus coquereli,Coquerel's sifaka,Blood&Skin,1.2.3,Primates,4189.27,0.386273973,3.813726027,30.59,0.003269042,0.932330827,4,TxEx4-,0.002922121,TxEx4,hypo
Propithecus diadema,Diademed sifaka,Blood&Skin,1.2.1,Primates,5550.0,0.430136986,2.875342466,21.0,0.675714286,0.888095238,3,TxEx4-,-0.384785844,TxEx4,hypo
Propithecus tattersalli,Golden-crowned sifaka,Blood,1.2.2,Primates,3545.0,0.404109589,4.498630137,26.0,0.135384615,0.978076923,3,TxEx4-,-0.068865441,TxEx4,hypo
Propithecus tattersalli,Golden-crowned sifaka,Blood&Skin,1.2.2,Primates,3545.0,0.404109589,4.498630137,26.0,0.135384615,0.978076923,3,TxEx4-,-0.068865441,TxEx4,hypo
Pteropus hypomelanus,Variable flying fox,Skin,8.5.4,Chiroptera,450.0,0.534246575,1.0,26.5,0.01509434,0.728301887,40,TxEx4-,-0.017217244,TxEx4,hypo
Pteropus poliocephalus,Grey-headed flying fox,Skin,8.5.5,Chiroptera,675.0,0.520547945,1.479452055,23.6,0.258474576,0.707627119,16,TxEx4-,0.142234927,TxEx4,hypo
Pteropus pumilus,Little golden-mantled flying fox,Skin,8.5.6,Chiroptera,200.0,0.328767123,0.75,17.3,0.046242775,1.0,46,TxEx4-,-0.051714917,TxEx4,hypo
Pteropus rodricensis,Rodriguez flying fox,Skin,8.5.7,Chiroptera,350.0,0.542465753,1.50000274,28.0,0.142857143,0.746428571,19,TxEx4-,-0.059917659,TxEx4,hypo
Pteropus vampyrus,Large flying fox,Skin,8.5.8,Chiroptera,872.0,0.454794521,2.0,24.0,0.025,0.933333333,51,TxEx4-,-0.058509629,TxEx4,hypo
Rattus norvegicus,Brown rat,Adipose,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,38,TxEx4-,0.009941619,TxEx4,hypo
Rattus norvegicus,Brown rat,Blood,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.010094282,0.605656835,140,TxEx4-,-0.5335378,TxEx4,hypo
Rattus norvegicus,Brown rat,Brain,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.030282842,0.605656835,18,TxEx4-,-0.116704737,TxEx4,hypo
Rattus norvegicus,Brown rat,Cerebellum,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,39,TxEx4-,-0.751859899,TxEx4,hypo
Rattus norvegicus,Brown rat,Heart,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.030282842,0.605656835,30,TxEx4-,-0.23658322,TxEx4,hypo
Rattus norvegicus,Brown rat,Liver,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.030282842,0.605656835,64,TxEx4-,-0.166440023,TxEx4,hypo
Rattus norvegicus,Brown rat,Muscle,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.242105263,0.481578947,6,TxEx4-,-1.510348921,TxEx4,hypo
Rattus norvegicus,Brown rat,Neocortex,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,34,TxEx4-,-0.373167992,TxEx4,hypo
Rattus norvegicus,Brown rat,Ovaries,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,30,TxEx4-,-0.875944539,TxEx4,hypo
Rattus norvegicus,Brown rat,Skin,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,37,TxEx4-,-0.577746962,TxEx4,hypo
Rattus norvegicus,Brown rat,Substantia nigra,9.9.3,Rodentia,300.0,0.057534247,0.219178082,3.8,0.08021699,0.559066251,22,TxEx4-,-0.642212326,TxEx4,hypo
Rhinolophus ferrumequinum,Greater horseshoe bat,Skin,8.6.1,Chiroptera,22.875,0.219178082,2.0,30.5,0.0,0.691803279,40,TxEx4-,-0.041105554,TxEx4,hypo
Rhynchonycteris naso,Proboscis bat,Skin,8.17.2,Chiroptera,3.9,0.405479452,1.5,8.5,0.011764706,0.705882353,22,TxEx4-,0.181066586,TxEx4,hypo
Rousettus aegyptiacus,Egyptian fruit bat,Skin,8.5.9,Chiroptera,125.0,0.317808219,1.0,22.9,0.218340611,0.611353712,16,TxEx4-,0.05356679,TxEx4,hypo
Saccopteryx bilineata,Greater sac-winged bat,Skin,8.17.1,Chiroptera,7.9,0.350684932,1.0,11.0,0.018181818,0.754545455,29,TxEx4-,0.075380397,TxEx4,hypo
Sarcophilus harrisii,Tasmanian devil,Skin,18.1.1,Dasyuromorphia,8202.25,0.071232877,2.0,13.0,0.038461538,0.615384615,41,TxEx4-,-0.065728293,TxEx4,hypo
Sorex cinereus,Cinereus shrew,Liver,12.3.10,Eulipotyphla,4.3,0.052054795,0.421917808,1.9,0.175438596,0.657894737,11,TxEx4-,-1.826623929,TxEx4,hypo
Sorex cinereus,Cinereus shrew,Tail,12.3.10,Eulipotyphla,4.3,0.052054795,0.421917808,1.9,0.087719298,0.701754386,33,TxEx4-,-1.177457687,TxEx4,hypo
Steno bredanensis,Rough-toothed dolphin,Blood,4.13.10,Artiodactyla,114000.0,1.030136986,10.0,32.0,0.145106092,0.746321013,6,TxEx4-,-0.051571652,TxEx4,hypo
Steno bredanensis,Rough-toothed dolphin,Skin,4.13.10,Artiodactyla,114000.0,1.030136986,10.0,32.0,0.145448323,0.746663244,6,TxEx4-,-0.10810276,TxEx4,hypo
Sus scrofa domesticus,Pig,Bladder,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,15,TxEx4-,-0.235235692,TxEx4,hypo
Sus scrofa domesticus,Pig,Blood,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.001310304,0.272185825,98,TxEx4-,-0.362858548,TxEx4,hypo
Sus scrofa domesticus,Pig,FrontalCortex,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,16,TxEx4-,-0.428783112,TxEx4,hypo
Sus scrofa domesticus,Pig,Kidney,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,16,TxEx4-,-0.211284815,TxEx4,hypo
Sus scrofa domesticus,Pig,Liver,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,16,TxEx4-,-0.447933203,TxEx4,hypo
Sus scrofa domesticus,Pig,Lung,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,15,TxEx4-,0.1608913,TxEx4,hypo
Sus scrofa minusculus,Winsconsin miniature pig,Blood,4.7.2,Artiodactyla,100000.0,0.315068493,0.458334,23.0,0.000952948,0.223942823,60,TxEx4-,-0.503797914,TxEx4,hypo
Tachyglossus aculeatus,Short-beaked echidna,Blood,21.2.1,Monotremata,3500.0,0.091780822,1.501369863,49.5,0.008417508,0.21010101,5,TxEx4-,-0.077256636,TxEx4,hypo
Tadarida brasiliensis,Mexican free-tailed bat,Skin,8.8.3,Chiroptera,12.5,0.21369863,1.123287671,12.0,0.016666667,0.516666667,19,TxEx4-,-0.239099051,TxEx4,hypo
Tragelaphus angasii,Nyala,Blood,4.1.19,Artiodactyla,120000.0,0.61369863,1.238356164,18.5,0.116105146,0.591188449,5,TxEx4-,-0.058621896,TxEx4,hypo
Tragelaphus eurycerus,Bongo,Blood,4.1.20,Artiodactyla,307500.0,0.789041096,2.356164384,21.9,0.000375048,0.657209205,5,TxEx4-,-0.11872244,TxEx4,hypo
Tragelaphus imberbis,Lesser kudu,Blood,4.1.21,Artiodactyla,82500.0,0.643835616,1.380821918,19.8,0.000553101,0.579096924,7,TxEx4-,-0.127454471,TxEx4,hypo
Tragelaphus strepsiceros,Greater kudu,Blood,4.1.23,Artiodactyla,217500.0,0.624657534,1.416438356,23.5,0.01106383,0.595744681,9,TxEx4-,-0.122614536,TxEx4,hypo
Trichechus manatus,West Indian manatee,Blood,14.1.1,Sirenia,467324.83,0.917808219,3.001369863,69.0,0.017391304,0.494955808,9,TxEx4-,-0.067659673,TxEx4,hypo
Tupaia longipes,Long-footed treeshrew,Skin,17.1.3,Scandentia,164.1,0.128757991,0.310787671,12.0,0.066666667,0.25,10,TxEx4-,-0.030202323,TxEx4,hypo
Tupaia tana,Large treeshrew,Skin,17.1.4,Scandentia,197.8,0.128757991,0.310787671,11.6,0.086206897,0.25862069,27,TxEx4-,-0.051416396,TxEx4,hypo
Tursiops aduncus,Indo-Pacific bottlenose dolphin,Skin,4.13.9,Artiodactyla,130000.0,1.0,6.75,49.0,0.06122449,0.755102041,44,TxEx4-,0.028329477,TxEx4,hypo
Tursiops truncatus,Bottlenose dolphin,Blood,4.13.6,Artiodactyla,200000.0,1.030136986,8.931506849,67.0,0.00854046,0.863731343,143,TxEx4-,-0.040269296,TxEx4,hypo
Tursiops truncatus,Bottlenose dolphin,Skin,4.13.6,Artiodactyla,200000.0,1.030136986,8.931506849,67.0,0.011641791,0.863731343,115,TxEx4-,0.009136872,TxEx4,hypo
Varecia rubra,Red ruffed lemur,Blood,1.3.14,Primates,3601.3,0.268493151,1.724657534,37.5,0.010133333,0.929333333,3,TxEx4-,-0.040795867,TxEx4,hypo
Varecia rubra,Red ruffed lemur,Blood&Skin,1.3.14,Primates,3601.3,0.268493151,1.724657534,37.5,0.010133333,0.929333333,4,TxEx4-,0.014496558,TxEx4,hypo
Varecia variegata,Black and white ruffed lemur,Blood,1.3.13,Primates,3482.3,0.268493151,1.717808219,39.4,0.021827411,0.999746193,3,TxEx4-,-0.050187925,TxEx4,hypo
Varecia variegata,Black and white ruffed lemur,Blood&Skin,1.3.13,Primates,3482.3,0.268493151,1.717808219,39.4,0.021827411,0.999746193,4,TxEx4-,0.013592603,TxEx4,hypo
Vicugna pacos,Alpaca,Blood,4.2.1,Artiodactyla,62000.0,0.945205479,1.276712329,25.8,0.064599483,0.581395349,5,TxEx4-,-0.184474511,TxEx4,hypo
Zalophus californianus,California sea lion,Blood,5.8.3,Carnivora,180000.0,0.709589041,4.001369863,35.7,0.000230071,0.850574316,69,TxEx4-,-0.026405874,TxEx4,hypo
Zalophus californianus,California sea lion,Skin,5.8.3,Carnivora,180000.0,0.709589041,4.001369863,35.7,0.041456583,0.903183998,17,TxEx4-,0.025831935,TxEx4,hypo
Acinonyx jubatus,Cheetah,Blood,5.2.1,Carnivora,53500.0,0.24109589,1.249315068,20.5,0.05021619,0.606333784,14,ReprPC5-,0.109225412,ReprPC5,hypo
Acomys cahirinus,Spiny mouse,Fibroblast,9.9.5,Rodentia,45.2,0.104109589,0.160273973,5.9,-0.008822847,0.677501741,46,ReprPC5-,0.251780369,ReprPC5,hypo
Acomys cahirinus,Spiny mouse,Skin,9.9.5,Rodentia,45.2,0.104109589,0.160273973,5.9,0.01346645,0.465753425,61,ReprPC5-,-0.070578409,ReprPC5,hypo
Antrozous pallidus,Pallid bat,Skin,8.7.1,Chiroptera,20.8,0.169863014,1.0,14.8,0.013513514,0.472972973,23,ReprPC5-,0.098396296,ReprPC5,hypo
Aonyx cinereus,Asian small-clawed otter,Blood,5.6.1,Carnivora,3000.0,0.17260274,2.0,23.0,0.330077427,0.790434783,12,ReprPC5-,-0.008663175,ReprPC5,hypo
Apodemus sylvaticus,Long-tailed field mouse,Blood,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.16612307,36,ReprPC5-,1.26729022,ReprPC5,hypo
Apodemus sylvaticus,Long-tailed field mouse,Liver,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.112198304,23,ReprPC5-,1.815661526,ReprPC5,hypo
Apodemus sylvaticus,Long-tailed field mouse,Skin,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.16612307,31,ReprPC5-,1.716632888,ReprPC5,hypo
Balaena mysticetus,Bowhead whale,Skin,4.11.1,Artiodactyla,100000000.0,1.164383562,22.49863014,211.0,0.004739336,0.658767773,79,ReprPC5-,0.002240539,ReprPC5,hypo
Bos taurus,Cattle,Blood,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.013410238,0.379596251,277,ReprPC5-,-0.112105845,ReprPC5,hypo
Bos taurus,Cattle,Oocyte,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.042682048,0.289185292,80,ReprPC5-,0.089923414,ReprPC5,hypo
Bos taurus,Cattle,Skin,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.045710166,0.207858688,95,ReprPC5-,0.036707919,ReprPC5,hypo
Callithrix jacchus,Common marmoset,Blood,1.8.2,Primates,255.2,0.394520548,1.176712329,22.8,0.021929825,0.683333333,95,ReprPC5-,0.054052014,ReprPC5,hypo
Canis lupus familiaris,Dog,Blood,5.1.1,Carnivora,26625.0,0.169863014,1.832876712,24.0,0.004166667,0.729166667,742,ReprPC5-,0.033342978,ReprPC5,hypo
Capra hircus,Domestic goat,Skin,4.1.5,Artiodactyla,61000.0,0.424657534,1.494520548,20.8,0.043993678,0.410958904,78,ReprPC5-,0.115150768,ReprPC5,hypo
Capreolus capreolus,Roe deer,Blood,4.3.1,Artiodactyla,21666.7,0.419178082,1.463013699,17.5,0.038095238,0.780952381,188,ReprPC5-,-0.017169839,ReprPC5,hypo
Carollia perspicillata,Seba's short-tailed bat,Skin,8.4.2,Chiroptera,15.0,0.260273973,0.74,17.0,0.011764706,0.617647059,32,ReprPC5-,-0.070630127,ReprPC5,hypo
Ceratotherium simum simum,White rhino,Blood,6.2.1,Perissodactyla,2175000.0,1.410958904,4.501369863,45.0,0.00699673,0.659213628,23,ReprPC5-,-0.071719531,ReprPC5,hypo
Cervus canadensis,Wapity elk,Blood,4.3.5,Artiodactyla,280093.29,0.687671233,2.0,25.0,0.003835616,0.547068493,42,ReprPC5-,0.106446102,ReprPC5,hypo
Cervus elaphus,Red deer,Blood,4.3.2,Artiodactyla,200000.0,0.671232877,2.167123288,31.5,0.002696238,0.344161774,53,ReprPC5-,0.157545136,ReprPC5,hypo
Cheirogaleidae,Cheirogaleidae,Blood,1.6,Primates,248.9333333,0.193150685,0.921917808,22.73333333,0.020674487,1.302932551,6,ReprPC5-,-0.085782811,ReprPC5,hypo
Cheirogaleus medius,Fat-tailed dwarf lemur,Blood&Skin,1.6.1,Primates,380.0,0.167123288,1.0,30.0,0.033,0.987333333,3,ReprPC5-,-0.050715137,ReprPC5,hypo
Chlorocebus aethiops sabaeus,Vervet,Blood,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,8.9e-05,0.812399929,144,ReprPC5-,-0.061292742,ReprPC5,hypo
Chlorocebus aethiops sabaeus,Vervet,Cortex,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,0.0,0.743728874,48,ReprPC5-,0.100839062,ReprPC5,hypo
Chlorocebus aethiops sabaeus,Vervet,Liver,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,0.0,0.708503825,48,ReprPC5-,0.058360034,ReprPC5,hypo
Chrysocyon brachyurus,Maned wolf,Blood,5.1.3,Carnivora,21500.0,0.175342466,2.0,16.8,0.282585313,0.810925329,5,ReprPC5-,-0.049946947,ReprPC5,hypo
Connochaetes taurinus albojubatus,White-bearded gnu,Blood,4.1.6,Artiodactyla,164500.0,0.693150685,1.812328767,24.3,0.288065844,0.780658436,10,ReprPC5-,-0.02037303,ReprPC5,hypo
Crocuta crocuta,Spotted hyena,Blood,5.5.1,Carnivora,63000.0,0.301369863,2.375342466,41.1,0.032116788,0.426034063,6,ReprPC5-,0.041134318,ReprPC5,hypo
Cynopterus brachyotis,Lesser short-nosed fruit bat,Skin,8.5.1,Chiroptera,45.0,0.306849315,0.69,13.0,0.515384615,0.992307692,10,ReprPC5-,-0.083912632,ReprPC5,hypo
Daubentonia madagascariensis,Aye-aye,Blood,1.9.1,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,3,ReprPC5-,0.040079758,ReprPC5,hypo
Daubentonia madagascariensis,Aye-aye,Blood&Skin,1.9.1,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,4,ReprPC5-,-0.025147159,ReprPC5,hypo
Daubentoniidae,Daubentoniidae,Blood,1.9,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,3,ReprPC5-,0.040079758,ReprPC5,hypo
Delphinapterus leucas,Beluga whale,Blood,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,0.001,0.9788,67,ReprPC5-,3.44e-05,ReprPC5,hypo
Delphinapterus leucas,Beluga whale,Skin,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,-0.02,0.984164384,118,ReprPC5-,-0.028939667,ReprPC5,hypo
Desmodus rotundus,Common vampire bat,Skin,8.4.3,Chiroptera,33.2,0.517808219,0.780821918,29.9,0.010033445,0.578595318,44,ReprPC5-,0.024264026,ReprPC5,hypo
Diceros bicornis,Eastern black rhinoceros,Blood,6.2.2,Perissodactyla,1100000.0,1.298630137,5.589041096,49.0,0.196119516,0.632040816,5,ReprPC5-,-0.033816937,ReprPC5,hypo
Eidolon helvum,Straw-colored fruit bat,Skin,8.5.2,Chiroptera,306.25,0.753424658,1.75000274,21.8,0.155963303,0.756880734,24,ReprPC5-,0.101839578,ReprPC5,hypo
Elephas maximus,Asian elephant,Blood,2.1.1,Proboscidea,3178000.0,1.764383562,9.005479452,88.0,0.026805729,0.83620797,83,ReprPC5-,0.003912228,ReprPC5,hypo
Eptesicus fuscus,Big brown bat,Muscle,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.147826087,6,ReprPC5-,0.520941998,ReprPC5,hypo
Eptesicus fuscus,Big brown bat,Skin,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.795652174,70,ReprPC5-,-0.026771607,ReprPC5,hypo
Equus africanus somaliensis,Somali wild ass,Blood,6.1.4,Perissodactyla,250000.0,1.006849315,1.75,47.0,0.050562861,0.213435857,7,ReprPC5-,-0.173215893,ReprPC5,hypo
Equus caballus,Horse,Blood,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,8.77e-05,0.49122807,210,ReprPC5-,-0.060401347,ReprPC5,hypo
Equus caballus,Horse,Liver,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,0.000730994,0.50877193,48,ReprPC5-,-0.007968492,ReprPC5,hypo
Equus quagga,Zebra,Blood,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004109589,0.531795242,76,ReprPC5-,-0.129277837,ReprPC5,hypo
Equus quagga,Zebra,Skin,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004253684,0.651838421,20,ReprPC5-,0.037783974,ReprPC5,hypo
Eulemur albifrons,White-headed lemur,Blood&Skin,1.3.1,Primates,2231.59,0.328767123,2.657534247,34.59,0.568083261,1.0,3,ReprPC5-,-0.046022283,ReprPC5,hypo
Eulemur collaris,Collared brown lemur,Blood,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,3,ReprPC5-,-0.059842478,ReprPC5,hypo
Eulemur collaris,Collared brown lemur,Blood&Skin,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,4,ReprPC5-,-0.038703936,ReprPC5,hypo
Eulemur coronatus,Crowned lemur,Blood&Skin,1.3.2,Primates,1645.0,0.345205479,1.665753425,30.0,0.032666667,0.636666667,3,ReprPC5-,-0.088182316,ReprPC5,hypo
Eulemur flavifrons,Blue-eyed black lemur,Blood,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,3,ReprPC5-,0.003687833,ReprPC5,hypo
Eulemur flavifrons,Blue-eyed black lemur,Blood&Skin,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,4,ReprPC5-,-0.024858354,ReprPC5,hypo
Eulemur macaco,Black lemur,Blood,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,3,ReprPC5-,-0.036255041,ReprPC5,hypo
Eulemur macaco,Black lemur,Blood&Skin,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,4,ReprPC5-,-0.043528218,ReprPC5,hypo
Eulemur mongoz,Mongoose lemur,Blood,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,3,ReprPC5-,-0.064964362,ReprPC5,hypo
Eulemur mongoz,Mongoose lemur,Blood&Skin,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,4,ReprPC5-,-0.042516825,ReprPC5,hypo
Eulemur rubriventer,Red-bellied lemur,Blood,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,3,ReprPC5-,0.067036296,ReprPC5,hypo
Eulemur rubriventer,Red-bellied lemur,Blood&Skin,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,4,ReprPC5-,-0.038992203,ReprPC5,hypo
Eulemur sanfordi,Sanford's brown lemur,Blood,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,3,ReprPC5-,-0.070358651,ReprPC5,hypo
Eulemur sanfordi,Sanford's brown lemur,Blood&Skin,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,4,ReprPC5-,-0.062298642,ReprPC5,hypo
Felis catus,Domestic cat,Blood,5.2.2,Carnivora,3900.0,0.178082192,0.791780822,30.0,0.007032349,0.697222333,128,ReprPC5-,0.043991246,ReprPC5,hypo
Globicephala macrorhynchus,Short-finned pilot whale,Blood,4.13.3,Artiodactyla,2200000.0,1.238356164,12.05753425,63.0,0.11968254,0.30031746,9,ReprPC5-,0.089185145,ReprPC5,hypo
Gorilla gorilla,Western lowland gorilla,Blood,1.1.2,Primates,139842.0,0.701369863,9.375342466,60.1,0.078855569,0.78985025,6,ReprPC5-,0.016551119,ReprPC5,hypo
Hapalemur griseus,Bamboo lemur,Blood,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,3,ReprPC5-,-0.089917815,ReprPC5,hypo
Hapalemur griseus,Bamboo lemur,Blood&Skin,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,4,ReprPC5-,-0.074684876,ReprPC5,hypo
Heterocephalus glaber,Naked mole rat,Blood,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,94,ReprPC5-,-0.004813749,ReprPC5,hypo
Heterocephalus glaber,Naked mole rat,Cortex,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,15,ReprPC5-,0.029229718,ReprPC5,hypo
Heterocephalus glaber,Naked mole rat,Heart,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.287449093,21,ReprPC5-,0.156488691,ReprPC5,hypo
Heterocephalus glaber,Naked mole rat,Kidney,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.621621622,33,ReprPC5-,0.022138058,ReprPC5,hypo
Heterocephalus glaber,Naked mole rat,Liver,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,70,ReprPC5-,-0.00074135,ReprPC5,hypo
