SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,TxEx2-,BivProm2+,BivProm2-,ReprPC1+,ReprPC1-,BivProm1+,BivProm1-,EnhWk4-,TxEx1-,PromF5+,PromF5-,TxEnh4-,TxEx3-,EnhA17-,BivProm4+,BivProm4-,Tx7-,PromF4+,PromF4-,TxEnh5-,TxWk2-,BivProm3+,BivProm3-,EnhA2-,TxWk1-,TSS1+,TSS1-,EnhWk8-,EnhA6-,EnhWk3-,Tx6-,Tx5-,TSS2+,TSS2-,Tx8-,ReprPC4-,Quies3-,ReprPC2+,ReprPC2-,ReprPC6-,ReprPC3-,EnhA18-,PromF3+,PromF3-,TxEx4-,ReprPC5-,TxEnh8-,ReprPC7-,EnhA19-,Tx4-,PromF2+,Quies1-,Acet2-,PromF1+
Leptonycteris yerbabuenae,Lesser long-nosed bat,Skin,8.4.4,Chiroptera,25.0,0.410958904,1.0,10.1,0.01980198,0.495049505,11,-0.430345273,0.487978387,0.443075864,0.477591386,0.244717827,0.443004831,0.479685213,-0.476443004,-0.405690594,0.489623488,0.397008339,-0.444127044,-0.471074497,-0.42431063,0.320319809,0.197906985,-0.296301816,0.226539975,0.2830358,-0.466050641,-0.485246861,0.408792952,-0.025233297,-0.308168782,-0.419310649,0.263590924,0.359293233,-0.431229365,-0.474726601,-0.383146736,-0.287055871,-0.41482358,0.450154198,0.417206598,-0.415351018,-0.475225202,-0.446179136,0.456132285,-0.319178033,-0.491890785,-0.471722652,-0.25541105,0.019335882,0.174723804,-0.444841221,-0.221013065,-0.397450731,-0.429571559,-0.021330196,-0.333497079,-0.100320944,-0.477199168,-0.49311022,-0.030119222
Litocranius walleri,Gerenuk,Blood,4.1.12,Artiodactyla,43500.0,0.55890411,0.983561644,17.3,0.052224899,0.427452889,7,-0.253368034,0.370825673,0.30914042,0.347649102,0.202732013,0.349338566,0.14554349,-0.302441984,-0.26690766,0.344125834,0.055502451,-0.281284303,-0.236033071,-0.272950725,0.331365546,-0.153745738,-0.337063633,-0.221107969,-0.03878158,-0.198946162,-0.213439101,0.388214277,0.060164385,-0.368157143,-0.211666467,-0.229219646,0.056658797,-0.202653472,-0.286833668,-0.316865105,-0.15248737,-0.217308467,0.102045764,0.054363862,-0.331906185,-0.215124289,-0.259002036,0.350257163,0.026590604,-0.095393245,-0.202398676,-0.02813782,0.108695199,-0.250629902,-0.139203177,-0.141663078,-0.345942003,-0.030291115,-0.363733838,-0.344542998,-0.319048354,-0.277134894,-0.266965175,0.009801186
Lorisidae,Lorisidae,Blood,1.5,Primates,599.4428571,0.499412916,1.132876712,23.65714286,0.028056112,0.888977956,7,-0.054552331,0.10370595,0.069895329,0.111592285,-0.016227178,0.085776172,0.081018561,-0.046276783,-0.069398582,0.032200753,0.0224957,-0.093422472,-0.047708321,-0.043810319,-0.099021944,-0.081856662,-0.048108287,-0.080400201,-0.066584081,-0.035667111,-0.03971886,0.091985504,-0.027385675,-0.057890095,-0.038031773,0.002618935,-0.001573192,-0.036443168,-0.038993445,-0.050649122,-0.04744175,-0.049861652,0.101093045,-0.012979796,-0.037283501,-0.048664641,-0.057648963,0.047814758,-0.029127932,-0.047989663,-0.05688194,-0.060690696,0.086365174,-0.049237169,0.016282591,-0.04723645,-0.059113888,-0.03551657,-0.017124919,-0.066754592,-0.081357738,-0.051987582,-0.03402234,0.025763084
Lorisidae,Lorisidae,Skin,1.5,Primates,515.9,0.494977169,1.117351598,22.46666667,0.431750742,0.860385757,3,-0.188120698,0.167784455,0.156982118,0.197529281,0.165013835,0.183490018,0.149100863,0.046767863,-0.173549003,0.188703044,0.144874126,-0.190007287,-0.197512372,0.129137113,0.042783043,-0.196327456,0.026141643,-0.049020597,0.053575725,-0.090461392,-0.176553837,-0.092913571,-0.0283651,-0.102054376,-0.189963779,-0.176468027,0.125917886,-0.192702415,-0.168565955,-0.19119226,-0.108741332,-0.128231895,0.071980549,0.193725742,-0.110270655,-0.07438554,0.067400831,0.145730019,-0.097687617,-0.077799223,-0.071606317,-0.184262767,0.154842226,0.124856128,0.09838955,-0.051907216,-0.164503317,0.033612352,0.196777582,-0.128106573,0.053999761,-0.183040699,0.109200541,0.194075148
Loxodonta africana,Savanna elephant,Blood,2.1.2,Proboscidea,4800000.0,1.835616438,10.50410959,65.0,0.018503688,0.745500527,57,-0.010750249,0.057913729,0.048912832,0.054241474,0.034954827,0.057370497,0.041052948,-0.030629722,-0.006719048,0.034848657,0.032961693,-0.02365933,-0.028731334,-0.031635173,-0.005372283,-0.030881348,-0.004221652,-0.000341251,0.020308117,-0.029003791,-0.040707218,0.053194507,-0.022875721,-0.054477097,-0.006251462,0.006454381,0.029110224,-0.030596021,-0.034365995,-0.044466205,-0.00185794,-0.019426876,0.051037957,0.035388832,-0.008149946,-0.028791178,-0.010958001,0.021082636,-0.036447673,-0.039129199,-0.038203435,-0.002559645,-0.010630022,-0.026609842,-0.022027658,0.011412948,-0.031214137,-0.03412043,-0.043912362,-0.004378904,-0.002743819,-0.019077622,-0.03486583,-0.031512615
Macaca mulatta,Rhesus macaque,Adipose,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.558809524,1.0,5,0.006727312,0.101335603,0.035194699,0.051516125,0.020147809,0.100492829,0.068566374,-0.075595248,0.018449831,0.075725304,-0.016022753,0.068831551,0.021878736,-0.099766843,0.107455993,0.02387581,0.005561749,-0.04986026,0.003884092,0.043224613,-0.052978038,0.066237479,0.008664933,-0.026698508,-0.010261989,-0.073065564,0.017956935,-0.064830452,-0.041330832,-0.003279862,0.000650289,-0.011332099,0.06351602,0.028523943,-0.030205492,-0.077162074,-0.023959274,-0.004492187,-0.059737183,-0.131226152,-0.11711042,-0.048724227,-0.054822648,-0.034525991,0.031672492,-0.054827351,0.008742128,-0.013526502,-0.027919317,0.001571855,-0.01953425,-0.058697658,-0.086193894,0.066411184
Macaca mulatta,Rhesus macaque,Blood,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.042619048,1.0,199,-0.048594755,0.044325866,0.036509819,0.040808319,0.011566412,0.046617793,0.042793609,-0.051772773,-0.039910431,0.040362122,0.032275077,-0.021587165,-0.067027863,-0.053123024,0.019305071,-0.042591412,-0.033063578,0.001284736,0.003256216,-0.057903024,-0.059112752,0.000270386,-0.029971011,-0.067114128,-0.042493813,0.04871129,0.018840382,-0.056894635,-0.054411049,-0.057549831,-0.030521212,-0.056151742,0.059599245,0.044436791,-0.057010205,-0.043524687,-0.046612779,0.043289286,-0.035297988,-0.046047116,-0.056785273,-0.047004428,0.049820839,-0.015729066,-0.044434024,-0.029362725,-0.061770041,-0.042331822,-0.059155424,-0.042919271,-0.000821099,-0.050743945,-0.048862792,0.057874883
Macaca mulatta,Rhesus macaque,Cortex,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,6,-0.011284463,0.067475442,0.055239783,0.07705831,0.056774688,0.092123824,0.021379944,0.017712711,0.004569605,0.10231492,0.065570355,-0.041962396,-0.026698905,0.000788497,0.090439918,0.015747007,0.012660419,-0.035058949,-0.025543719,-0.028951053,-0.018332387,0.033588962,0.028874966,0.003559008,0.035315213,0.083921905,-0.031290024,0.040093287,0.006019205,-0.03259207,0.019190457,0.017823641,0.063271066,0.058317512,0.028433604,0.047513054,0.053052739,0.080447434,0.050638147,-0.011534513,0.020118014,0.024041975,0.01204013,-0.042147325,-0.000893902,-0.005217924,-0.040674233,-0.033039347,0.004830997,0.043150481,0.049744378,0.050269045,0.012737446,0.010266724
Macaca mulatta,Rhesus macaque,Liver,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,5,0.042779374,0.091559483,0.053917711,0.043257786,0.045486756,0.075679,0.046741406,-0.051537923,0.038009062,0.059011868,0.087824309,0.084612232,0.04856284,-0.013706581,0.074920567,0.071327497,0.020792055,0.028515587,0.053621592,0.062568753,-0.050869888,0.087649524,0.0650062,-0.083742925,0.01238047,0.013922394,0.014488073,-0.037210949,-0.036460393,-0.043994193,0.018904784,0.015121295,0.077036309,0.090656175,0.008242423,-0.041708902,-0.016669288,0.023010932,0.007277434,-0.078193175,-0.013216393,-0.024737964,0.037604142,0.004253875,0.07945689,-0.012046678,0.023208986,-0.01386986,0.084024297,0.033592304,-0.009405723,-0.071192815,-0.067655277,0.075805252
Macaca mulatta,Rhesus macaque,Lung,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,6,0.075740064,0.093538954,0.057354737,0.067222761,-0.029529883,0.092190735,0.044129534,0.059702581,0.079512847,0.09129365,0.087456333,0.08602981,0.07001304,0.026523905,0.096891908,0.028116387,0.089845951,0.012701446,0.093166304,0.087748857,0.036028665,0.078091897,0.046826621,-0.044757711,0.089023018,0.090172205,0.020069487,0.067700823,0.055980765,0.016325454,0.092458402,0.076036033,0.092062681,0.089392104,0.082746095,0.05107975,0.090106149,0.01687483,0.046280071,-0.039372354,-0.006736449,0.014637581,0.047405873,0.001487835,0.09796502,0.07073485,0.055067814,0.055352939,0.038547368,0.089579569,-0.034607751,0.074004217,0.017677026,0.074401853
Macaca mulatta,Rhesus macaque,Muscle,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,5,0.024318251,0.087692945,0.059949736,0.043178537,0.023553663,0.045950716,0.050031942,0.021396103,0.020641814,0.014401621,-0.005672875,0.01075802,0.015214311,0.00313187,0.023257647,-0.00302097,0.015159199,-0.010481006,0.013052977,0.005124413,0.016998562,0.046022424,0.036302251,0.003216813,0.0098663,0.010778303,-0.006792158,0.035816039,-0.003092677,0.007154759,0.015152709,0.007527961,0.059945685,0.050634804,-0.000443867,-0.034490417,0.022879802,0.048155695,0.003494046,-0.003816031,-0.048263599,-0.030365728,0.010970787,-0.002759722,-0.017816374,-0.016322786,0.004392813,-0.012791017,-0.042271374,0.014902235,0.034415743,0.014815621,0.008650908,0.046912251
Macaca mulatta,Rhesus macaque,Skin,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.181190476,1.0,51,0.031193491,0.107861958,0.108541763,0.101117949,0.109345403,0.104215887,0.085290988,0.057258674,0.005917159,0.069615198,0.085674628,0.071755746,0.039491434,0.079222321,0.08716969,0.084209952,0.023866431,-0.084294821,-0.064561877,0.075363464,0.032270185,0.107551863,0.096033594,0.050364143,0.01177395,-0.027233604,-0.001536485,0.053505105,0.046507774,0.054907335,-0.01774351,0.009434664,0.072756025,0.059228903,0.05909783,0.033622718,0.023433206,0.091329598,0.082605318,0.062167772,0.048055059,0.098076203,0.060170233,-0.021578732,0.032793369,0.085557802,0.07942337,0.093938815,0.082948653,-0.021936521,0.063741663,-0.070239548,0.029767403,0.057697727
Macropus fuliginosus,Western grey kangaroo,Blood,11.1.3,Diprotodontia,28250.0,0.082191781,2.123287671,23.2,0.071799717,0.217052433,5,0.5242786,-0.33057782,-0.430063128,-0.318447885,-0.122216918,-0.311960223,-0.705782601,-0.10142051,0.587636807,-0.653455579,-0.423758193,0.504072267,0.529881948,-0.233251568,-0.400752793,-0.592431749,0.47898965,-0.623954526,-0.641568822,0.562652463,0.610610768,0.280959417,0.224674365,0.224183387,0.404710229,-0.526163369,-0.571867,-0.243995272,-0.175971286,0.015175565,0.362724468,0.370806174,-0.409795113,-0.693627978,0.28778825,-0.168065754,0.062042344,0.35109013,-0.332173796,0.201912921,0.110969982,-0.082471035,-0.447236503,-0.473262396,0.284201253,0.04548358,0.428417759,0.439462221,0.349909943,0.362406327,0.465319322,-0.351224634,-0.568136952,-0.150806634
Macropus giganteus,Eastern grey kangaroo,Blood,11.1.4,Diprotodontia,49500.0,0.098630137,2.642465753,25.0,0.0728,0.532,12,-0.067207839,0.09439033,0.063976984,0.123462685,0.061033712,0.054298592,-0.027423174,-0.143026873,-0.06868827,-0.02672802,-0.024250944,-0.063185824,-0.064374672,-0.150320709,-0.034760709,-0.02237581,-0.134371744,-0.084597216,-0.036654705,-0.068632063,-0.063943365,0.053079585,0.150090785,-0.158898074,-0.120306177,-0.032743984,-0.025497667,-0.146977975,-0.154276464,-0.142164609,-0.146240328,-0.107307488,-0.086772689,-0.019792046,-0.154327939,-0.137101816,-0.157465761,0.107551557,0.007966727,-0.085835673,-0.023502891,0.138783168,-0.030626267,-0.06399396,0.031491273,0.100690927,-0.157720726,-0.072638543,-0.128331807,-0.1427001,0.105253008,-0.149663049,-0.129221144,0.014007535
Macropus rufogriseus,Red-necked wallaby,Blood,11.1.6,Diprotodontia,16200.0,0.079452055,1.373972603,15.2,0.132894737,0.634868421,5,-0.186518165,0.225321224,0.218716347,0.275046698,0.246805707,0.284790067,-0.12906065,-0.244701322,-0.255070581,0.123531165,0.25726931,-0.246435883,-0.231725888,-0.167778417,0.273218271,0.096691666,-0.147850476,0.011127613,-0.106181727,-0.292348736,-0.239336471,0.171165718,-0.202678944,-0.277598044,0.010398723,-0.191598401,-0.115378303,-0.281550337,-0.239213006,-0.275561774,-0.219838804,-0.152112472,-0.035566288,0.026562968,-0.170278167,-0.265990274,-0.158504151,0.299658602,0.024366812,-0.299485802,-0.24207287,-0.246847857,0.158220592,-0.287534296,-0.313780234,0.02027382,-0.248684181,-0.009497838,-0.142238587,-0.125006865,-0.118465059,-0.256551096,-0.276595288,0.015589502
Macropus rufus,Red kangaroo,Blood,11.1.7,Diprotodontia,55000.0,0.090410959,1.812328767,25.0,0.0248,0.4692,37,-0.002233769,0.134640493,0.059436874,0.186575869,0.177686319,0.120400858,0.007653095,-0.167654196,-0.077745455,-0.038955649,0.062238079,0.0445613,0.008223545,-0.120273855,0.107615312,0.051177638,-0.065464597,-0.016088012,-0.066815056,-0.034499359,-0.068804329,0.201137394,0.154975476,-0.170049398,-0.072236256,-0.06955035,-0.034788778,-0.18794388,-0.181487524,-0.158264177,-0.087714512,-0.077750448,-0.070660524,-0.052575067,-0.084389259,-0.156933555,-0.176929236,0.131779602,-0.049626347,-0.096769985,-0.125941362,0.006873075,-0.029175898,0.035038202,-0.115081825,0.056818143,-0.161346827,-0.018307397,-0.056828665,-0.113912411,-0.025774042,-0.227392809,-0.188399705,-0.012220199
Marmota flaviventris,Yellow-bellied marmot,Blood,9.13.1,Rodentia,3500.0,0.082191781,2.0,21.2,0.000471698,0.567924528,153,-0.068417812,0.218685507,0.151623575,0.218630132,0.173301691,0.191081545,0.14466411,-0.127699702,-0.100205069,0.116292073,0.081738114,-0.11330548,-0.137713834,-0.164966352,0.023579784,-0.114306163,-0.03186034,-0.077599755,-0.071473356,-0.093385834,-0.137860227,0.090157011,-0.024131131,-0.194699513,-0.059293079,0.153825461,-0.000959602,-0.145805405,-0.106233834,-0.183455951,-0.017841875,-0.062522502,0.08709531,0.13401811,-0.099932428,-0.149537204,-0.096569199,0.194746969,-0.054156337,-0.106013408,-0.139212751,-0.108250154,-0.10658396,-0.110770938,-0.147947729,0.033776276,-0.189881607,-0.066050445,-0.170649065,-0.034699147,0.045597088,-0.117480139,-0.089369166,0.03617684
Megaptera novaeangliae,Humpback whale,Skin,4.12.3,Artiodactyla,30000000.0,0.936986301,7.96,95.0,0.004210526,0.46,91,-0.033661338,0.047521276,0.043188399,0.044482685,0.016901648,0.013351882,0.031184642,-0.049019768,-0.005133046,-0.000891954,-0.001400736,-0.040290268,-0.030767605,-0.034596104,-0.002749133,-0.000744531,-0.002143644,0.002051577,0.010054661,-0.045722961,-0.051350171,0.010116349,-0.03603809,-0.0525033,-0.017725212,0.007829543,0.012268814,-0.036678407,-0.055894403,-0.046554079,-0.000832741,-0.023120791,0.020322707,0.00861528,-0.026142406,-0.037836442,-0.03670305,0.013703629,-0.019025909,-0.051158048,-0.016139967,-0.035057988,-0.000377167,-0.040218598,-0.036288441,-0.008003786,-0.009108476,-0.052823636,-0.02449639,-0.007739326,0.003355073,-0.060948601,-0.049781745,-0.011831982
Microtus ochrogaster,Prairie vole,Brain,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,0.755109779,2.246943527,1.750795842,2.19766065,1.494383291,2.348842046,1.077234075,1.851292074,1.332303082,1.931482549,1.089763363,0.611457497,0.983451098,1.736267002,2.24984425,1.182222664,0.558512049,0.017221114,0.366954752,1.446474392,1.537692142,1.529182005,1.682884811,0.218990525,1.948887612,0.301277761,0.340537375,1.6305978,1.005370255,1.633616012,1.528050628,1.261677136,1.524416229,0.716030749,1.956942981,2.120286781,1.78636832,1.900914836,1.803622945,1.840241217,2.287346008,1.536797701,0.064187648,0.681878232,0.449995647,2.073303387,0.150208046,1.142479221,1.210201744,0.849381249,0.681298303,1.856584524,0.496370514,0.348819503
Microtus ochrogaster,Prairie vole,Liver,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,-0.950035109,1.63371049,0.957857093,1.114153712,0.624488565,1.810281616,1.373498621,-0.202115032,-0.51949994,1.325676242,1.392397722,-0.097916387,0.25556388,0.405830036,0.951709291,0.256873618,-0.459170553,0.991008392,0.75084676,-0.060435142,0.530389779,0.96804385,0.456639286,0.025413028,0.070266635,1.043899788,0.517563577,0.147253821,0.268387715,0.073631203,-0.276759702,-0.550792078,1.15949611,0.802541697,0.1359049,-0.186257503,0.162136451,0.956031066,0.154094766,0.351368979,-0.239659406,0.629467588,0.3227469,0.080907952,-0.14007124,0.35258924,0.137434802,0.444988652,-0.00320858,0.45429804,0.176496979,0.199791854,-0.444578536,0.026004169
Microtus ochrogaster,Prairie vole,Skin,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,-0.070676151,2.141932347,1.961423727,2.140666167,0.738296885,2.440133589,1.79537855,0.367221362,-0.223475864,1.397714571,0.765261027,-0.22288524,0.461615784,0.615375638,0.96860662,0.18944111,-0.009835726,-0.875650746,-0.426607994,0.483639989,0.945668659,1.931816455,0.900771862,-0.050719747,0.742419948,-0.285723673,0.075131346,0.455530885,0.638729286,0.160028893,0.447288468,0.378382743,0.509452285,0.624657603,0.577600427,0.451291373,0.235360287,1.538641297,0.774208853,0.706975359,-0.170297716,0.84658213,-1.095255314,-0.983605798,-0.77410468,0.583510523,-0.543105377,0.524716342,1.120363223,0.430587723,-0.238539535,0.10634963,0.663015759,1.029650305
Mirza zaza,Northern giant mouse lemur,Blood&Skin,1.6.3,Primates,302.0,0.245205479,1.1,20.0,0.6425,0.903,3,-0.27055658,0.099885104,0.009717701,0.110046911,-0.092712905,0.105610988,0.024532928,-0.232779408,-0.276038625,0.074785361,-0.23580425,-0.220176424,-0.282946747,-0.225809162,0.013486184,-0.197559747,-0.270770831,0.085893757,0.161856438,-0.231594364,-0.243150908,-0.213488699,-0.303977688,-0.209236579,-0.32781741,-0.235251883,-0.082100382,-0.270852432,-0.227214241,-0.209563808,-0.331300755,-0.180901037,-0.222572045,-0.282851029,-0.221018623,-0.256855588,-0.312029753,0.096260931,-0.298352834,-0.259506603,-0.26383292,-0.2823776,0.109731315,-0.285771925,-0.168328628,-0.216881801,-0.203314344,-0.223160205,-0.253776518,-0.326403332,-0.152345226,-0.324603672,-0.279295275,0.222108082
Molossus molossus,Pallas's mastiff bat,Skin,8.8.2,Chiroptera,14.0,0.295890411,1.166667123,6.0,0.05,0.983333333,14,-0.283559274,0.574938873,0.503296412,0.551783412,0.564662503,0.520394518,0.54341176,-0.432156082,-0.248780331,0.56117476,0.545600823,0.445917842,-0.352147686,-0.023923135,0.018196149,0.267851696,-0.112233915,-0.096857789,0.097465047,0.222320606,-0.33098172,0.496655597,-0.124863609,0.110899053,-0.364339956,-0.231280762,0.199101715,-0.510262021,-0.43884341,-0.451707228,-0.104880947,-0.250225752,0.339791891,0.470812712,-0.225309276,-0.533691898,-0.513121564,0.442336077,0.395350811,-0.470070547,-0.380171132,-0.471990575,-0.278797652,0.439399654,-0.359521281,0.48895803,0.192397873,-0.051290417,0.4790698,-0.286185018,-0.190718025,-0.543328906,-0.375387521,0.489615212
Monodelphis domestica,Opossum,Liver,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.641955412,48,-0.495614693,0.721102816,0.685921915,0.660592953,0.453987154,0.778549426,0.757446499,0.476804429,-0.684157335,0.738318375,0.801888607,-0.568428496,-0.212021189,0.4689584,0.292469702,0.620070821,-0.548115598,0.708297399,0.709289565,-0.1938381,-0.052035182,0.538788983,0.479250305,0.500693599,0.112983183,0.745776364,0.717699304,0.489504431,0.503495577,0.463447628,-0.238917,-0.095446284,0.782362523,0.775290128,0.121051374,0.141035253,0.031642247,0.675079583,0.680498397,0.21185978,0.514372045,0.588711494,0.630265665,0.505409051,-0.91623931,0.382695867,-0.327776298,0.018028173,0.567154619,-0.544579103,0.612131889,0.101891235,0.17058583,0.493779564
Monodelphis domestica,Opossum,Skin,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.434595756,45,-0.637916007,0.875072523,0.815507722,0.833801564,0.874743779,0.748244046,0.893754582,0.788279246,-0.924746994,0.992930235,0.905681488,-0.841024306,-0.555630445,0.873310107,0.873375153,0.970970966,-0.61701979,0.316498924,0.285809101,-0.014642051,-0.177083785,0.655248082,0.878716316,0.921050273,0.061351643,0.518826314,0.542981207,0.751039126,0.642026966,0.878455243,-0.500062678,-0.470472336,0.599580602,0.586220605,0.355998373,0.306187331,-0.324325083,0.841001421,0.772858499,-0.070827786,0.837229443,0.805319548,-0.057987141,0.749913856,-1.059161922,0.49128024,0.173027715,-0.236290655,0.904644074,-0.661670467,0.412606252,-0.742960208,0.434993003,-0.143999713
Mus musculus,Mouse,Aorta,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,20,-2.609356937,12.09807869,8.387206501,8.239430849,6.97871719,13.12012964,10.85295134,-1.917658463,-3.751241783,10.831857,-1.15163426,-3.072965062,1.324710481,-1.306361451,2.499616686,-3.354872924,-3.99383299,-0.029536308,4.261790315,0.127120868,-1.628243183,-0.146910364,-0.934068579,-1.995063083,-2.879998226,-3.053605851,7.112613794,-0.71199683,-2.725194643,-2.482145223,-5.279933502,1.334209173,10.08001661,0.70428485,-3.019396663,-3.024727388,-5.068592972,8.419152935,5.673955362,2.312986091,0.675964863,-2.590142026,-6.186645564,-9.313783402,-5.57879351,3.335624427,-3.760193226,3.186496996,-1.025372595,-5.068519942,8.584195116,-2.658317258,0.514694295,8.29820661
Mus musculus,Mouse,Blood,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.68125,406,-0.482008725,0.819030364,0.657581943,0.851815838,0.599556844,0.572722828,0.498500457,-0.368489081,-0.530734849,0.08914967,0.304345063,-0.2803131,-0.457777933,-0.196294167,-0.011737392,-0.29183637,-0.518892542,-0.03270249,0.026881763,-0.268829958,-0.287414298,0.032224308,0.011372305,-0.226263399,-0.506393018,0.385545687,-0.063781419,-0.405464976,-0.245419623,-0.155211211,-0.536283219,-0.464034902,0.4232018,0.265065701,-0.431342758,-0.388635478,-0.517724312,0.55926484,0.020251198,-0.111142673,-0.279819757,-0.281624522,-0.484746684,0.014296111,-0.536384878,-0.173442675,-0.260407872,-0.100025729,-0.123457693,-0.498981981,-0.171552186,-0.494865195,-0.101602281,-0.209931559
Mus musculus,Mouse,Cerebellum,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.020833333,0.5625,128,0.344922514,1.061401161,0.695841728,1.165716405,0.759095266,0.968605896,0.286736544,1.244596761,0.147919161,0.769804016,0.971676712,0.64754188,0.64023289,1.276563307,0.672571834,1.024769009,-0.060432299,0.198856177,-0.177256956,0.801163771,1.118485488,1.148069993,1.115545239,1.074152072,0.842463729,0.134338766,-0.112952522,1.191100269,1.02088624,1.267491356,0.216866833,0.503812311,0.859749212,0.055432906,1.344973795,1.256204684,1.068081101,1.144525231,1.418991329,1.235296004,1.256291902,1.242722289,0.086357927,0.265048727,-0.516120025,1.308957995,1.019847546,0.925415666,1.098059613,0.62403621,0.639487839,1.208716993,1.221305754,0.092874155
Mus musculus,Mouse,Cortex,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.003767123,0.5625,161,-0.527030955,0.671139039,0.60562132,0.731416044,0.528234957,0.731155178,0.266205248,0.410224058,-0.325745546,0.718445435,0.561817509,-0.646945242,-0.354147251,0.269559339,0.592035284,0.282573008,-0.345075222,0.529266533,0.226110602,-0.08988203,-0.078274679,0.3810333,0.407197628,0.191462359,-0.045818393,0.504608855,-0.10076675,0.19562666,0.068263923,0.4551847,-0.238772072,-0.297024259,0.637324466,0.201083975,0.374781616,0.212914665,-0.11240354,0.654214664,0.439231555,0.255472628,0.388407049,0.305909846,0.228306185,0.462883763,-0.41518315,0.32176962,-0.336361384,0.017625408,0.225648192,-0.365965602,0.060625257,-0.018632857,0.273829786,-0.079207421
Mus musculus,Mouse,Fibroblast,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.005136986,0.648630137,84,0.243026878,0.762826502,0.478892785,0.77216297,0.552385367,0.765629277,0.102293075,-0.195852538,0.203431326,0.644555651,0.658421862,0.186202173,0.438863457,-0.35223456,0.679144625,-0.145820122,0.268742509,-0.354653817,-0.538303772,0.483960054,0.078662014,0.443588011,-0.019054694,-0.183102065,0.244935746,0.157691283,-0.546766116,-0.014076638,-0.04357356,-0.203042719,0.314341476,0.304428479,-0.274085202,0.537074829,0.45042508,-0.009304254,-0.158772897,0.546797103,-0.192386604,0.48060711,-0.405985536,-0.239830604,-0.043962269,-0.310010554,-0.142477916,-0.554366592,0.210931329,0.366650242,0.354959605,0.165207453,0.528486473,-0.565645349,-0.018080946,0.233505103
Mus musculus,Mouse,Heart,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.004452055,0.546575343,120,-0.360419116,1.054606831,1.089454251,0.987608439,0.887079597,1.148056742,0.794697133,0.735339595,-0.4127522,1.009072058,0.951672526,-0.526229825,0.27955372,0.750139899,0.906454721,0.511677321,-0.0769468,1.058040377,0.292975962,0.405939974,0.60350972,0.841368589,0.961347698,0.41278358,0.3190657,0.877889556,-0.251712307,0.693075917,0.795258478,0.555612831,0.021844277,0.225880652,1.160901292,0.932918233,0.655641202,0.738647543,0.28901784,0.762972996,0.930001666,0.703797358,0.769415434,0.86381873,1.119131603,0.941607072,-0.674724566,0.805199723,0.182374014,0.526161297,0.79129648,0.039626272,0.585524998,0.323502897,0.688945824,0.599916574
Mus musculus,Mouse,HematopoieticStem.Progenitor.LSK,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.090410959,0.568493151,12,0.419756639,1.063381862,0.945995086,1.060853053,0.927148273,1.020652466,1.024035605,0.536181974,0.528235323,-0.449461212,-0.368260365,0.602186012,0.337445909,0.433734987,0.148200868,-0.635331711,0.346902898,-0.195280946,-0.533440158,0.580333361,0.724675587,0.847716183,0.694001379,-0.848463207,0.277489216,-0.517241133,0.178017156,0.356778756,0.441421904,0.173031484,0.520651696,0.353155485,0.028517519,0.710784913,0.308274453,0.586946545,0.274735956,0.964919045,0.993813713,0.799445952,0.713096591,0.768060636,-0.856813072,-0.796980278,0.231493371,0.543033271,0.655315569,0.818873146,0.527931412,0.293141076,-0.754420839,0.444001826,0.723407845,-0.614136385
