SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,TxEx2-,BivProm2+,BivProm2-,ReprPC1+,ReprPC1-,BivProm1+,BivProm1-,EnhWk4-,TxEx1-,PromF5+,PromF5-,TxEnh4-,TxEx3-,EnhA17-,BivProm4+,BivProm4-,Tx7-,PromF4+,PromF4-,TxEnh5-,TxWk2-,BivProm3+,BivProm3-,EnhA2-,TxWk1-,TSS1+,TSS1-,EnhWk8-,EnhA6-,EnhWk3-,Tx6-,Tx5-,TSS2+,TSS2-,Tx8-,ReprPC4-,Quies3-,ReprPC2+,ReprPC2-,ReprPC6-,ReprPC3-,EnhA18-,PromF3+,PromF3-,TxEx4-,ReprPC5-,TxEnh8-,ReprPC7-,EnhA19-,Tx4-,PromF2+,Quies1-,Acet2-,PromF1+
Daubentonia madagascariensis,Aye-aye,Blood&Skin,1.9.1,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,4,-0.039706809,0.057169887,0.027318406,0.055769305,0.048516371,0.058565929,0.030996197,-0.040180509,-0.037843344,0.053159275,-0.008620077,-0.032972815,-0.040277411,-0.033778946,0.045800981,-0.025635767,-0.045742735,0.003283728,-0.042788009,-0.03840315,-0.053010376,0.01832063,-0.010404332,-0.032360986,-0.056262074,0.055979625,-0.023038256,-0.043752117,-0.037566813,-0.031388256,-0.054507679,-0.05667095,0.022737122,0.007170234,-0.03998132,-0.04579229,-0.054423085,0.047860964,-0.025543447,-0.040489278,-0.037714855,-0.042154301,-0.001234382,-0.023733443,-0.040522883,-0.025147159,-0.03815717,-0.031758791,-0.029954977,-0.045599037,-0.009318879,-0.052892557,-0.038625152,0.038105436
Daubentoniidae,Daubentoniidae,Blood,1.9,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,3,-0.051555937,0.052410609,0.048530639,0.052777879,0.051073909,0.053664686,0.047501938,-0.054939776,-0.051568245,0.049944248,0.04731879,-0.049991766,-0.054927931,-0.051892927,0.046358483,0.034113849,-0.050740264,-0.041801785,-0.049731163,-0.054684452,-0.054686444,0.054658399,0.046685081,-0.053529265,-0.054997147,0.050625636,0.028638719,-0.054957047,-0.055007874,-0.054853033,-0.049610365,-0.054674362,0.047409528,0.053889043,-0.052273105,-0.05469212,-0.054508083,0.054344968,0.007241769,-0.052576126,-0.054904859,-0.054991829,-0.044312575,0.011236921,-0.054981149,0.040079758,-0.045557425,-0.053446734,-0.034220303,-0.051939707,0.054683418,-0.054990612,-0.054346266,0.035657814
Delphinapterus leucas,Beluga whale,Blood,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,0.001,0.9788,67,-0.022846281,0.061640512,0.041673106,0.055250959,0.041920405,0.061642055,0.016292901,-0.026424524,-0.033752906,0.056869387,0.040861311,-0.026695009,-0.009106064,-0.023649997,0.045697395,-0.029602472,-0.013013271,-0.033643779,-0.015893131,-0.012651715,-0.020263191,0.056638992,0.011362525,-0.036474137,-0.011886251,-0.023399931,0.005403405,-0.031834868,-0.025251392,-0.01452474,-0.007317111,-0.019386639,0.036839592,0.017848351,-0.024465569,-0.019283753,-0.015580166,0.048369554,0.004490942,-0.013587051,-0.018002668,-0.017718783,-0.036258904,0.022209923,-0.040985071,3.44e-05,-0.046910287,-0.000158982,-0.004425681,-0.038938565,-0.028441854,-0.024489475,-0.026316394,0.002920266
Delphinapterus leucas,Beluga whale,Skin,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,-0.02,0.984164384,118,-0.028812516,0.032387256,0.036023198,0.030338077,0.032418547,0.032188816,0.038229892,-0.050637809,-0.018928744,0.026843812,0.019758448,-0.015021931,-0.022453511,-0.038208722,0.019233411,0.006136055,-0.024698666,0.030560635,0.025888375,-0.034583897,-0.053726819,0.015968353,-0.026674485,-0.018630672,-0.032317102,0.030467287,0.026557913,-0.050529213,-0.043687936,-0.018515422,-0.025422066,-0.029603924,0.026906884,0.02938655,-0.034064787,-0.0459649,-0.040839248,0.014533753,-0.026127987,-0.057432008,-0.034563563,-0.026372341,0.029281956,0.019975279,0.001279423,-0.028939667,-0.014744022,-0.037742052,-0.024186845,-0.021712299,0.003109853,-0.061309872,-0.057438535,-0.000472218
Desmodus rotundus,Common vampire bat,Skin,8.4.3,Chiroptera,33.2,0.517808219,0.780821918,29.9,0.010033445,0.578595318,44,-0.08135777,0.141741604,0.137948462,0.1101027,-0.027708754,0.079623691,0.141842852,-0.066817199,-0.054695564,0.076072924,0.122671657,0.000801957,-0.089004361,-0.000918891,0.118104957,0.052330994,-0.005428969,0.062883605,0.07927713,-0.072809633,-0.086026426,0.11377427,-0.062136062,-0.0206881,-0.02608758,0.096578964,0.080890658,-0.046890805,-0.065972708,-0.035939574,-0.012162129,-0.044017805,0.128871498,0.10297158,-0.064091583,-0.069415904,-0.042814225,0.06373744,-0.052266596,-0.0547953,-0.013070754,-0.008792087,0.085712201,0.095260889,0.005965481,0.024264026,-0.016739253,-0.051538865,-0.03770597,-0.029661708,-0.02466435,-0.068519053,-0.097274318,-0.027075372
Diceros bicornis,Eastern black rhinoceros,Blood,6.2.2,Perissodactyla,1100000.0,1.298630137,5.589041096,49.0,0.196119516,0.632040816,5,-0.065334493,0.032391816,0.070386275,0.0545274,0.055407154,-0.004826046,0.015803136,-0.044892983,-0.051770447,0.008642993,0.030877968,-0.059222312,-0.049889947,-0.053604901,-0.035108829,-0.106494003,-0.050004328,0.00417053,0.070488137,-0.047638189,-0.050950803,-0.032107802,-0.067269788,-0.054523062,-0.044537033,-0.005320928,0.073066161,-0.054751562,-0.046281272,-0.0567851,-0.050583193,-0.053124407,0.012272599,0.040368465,-0.059005293,-0.044599861,-0.047507465,0.090916226,-0.022224972,-0.028435205,-0.048648108,-0.039815295,-0.071737467,0.018713442,-0.023916363,-0.033816937,-0.068443859,-0.00546282,-0.077799144,-0.059191786,-0.080878822,-0.04335956,-0.031072709,-0.011876097
Eidolon helvum,Straw-colored fruit bat,Skin,8.5.2,Chiroptera,306.25,0.753424658,1.75000274,21.8,0.155963303,0.756880734,24,0.025089422,0.197940974,0.1517522,0.147464633,-0.036115566,0.133694278,0.140449601,-0.151735005,0.067960801,0.140519696,0.105789442,0.082839021,-0.003697564,-0.056256948,0.084924542,0.074646134,0.051695362,-0.155857244,0.016514137,-0.013925165,-0.140438285,0.164008026,0.076767058,-0.075638478,0.007142,-0.086426367,0.076231014,-0.093599977,-0.12550478,-0.12028112,0.059961775,-0.020719894,0.087451019,0.136338449,-0.051634873,-0.118977622,-0.064467333,0.096695769,-0.021360388,-0.063774168,-0.099893805,0.012888213,-0.013533617,-0.071893956,0.034177786,0.101839578,0.040899408,9.14e-05,0.042398247,0.076769598,0.061029858,-0.132162001,-0.088792864,-0.150757234
Elephas maximus,Asian elephant,Blood,2.1.1,Proboscidea,3178000.0,1.764383562,9.005479452,88.0,0.026805729,0.83620797,83,-0.01182461,0.035907441,0.024514368,0.033469281,0.011581124,0.030232882,0.024210887,-0.019179389,-0.007591728,0.006248032,0.01067913,-0.017358058,-0.017725818,-0.023728299,-0.013022063,-0.020696778,-0.0060653,0.001918166,0.010049974,-0.017080268,-0.02638742,-0.00368558,-0.018354998,-0.040438953,-0.007223479,0.008940283,0.01495688,-0.022133955,-0.024508675,-0.033703071,-0.002067235,-0.012864827,0.027250547,0.016310042,-0.010649538,-0.02649075,-0.011112462,0.011858777,-0.028570669,-0.025368576,-0.026881642,-0.000106638,0.003164249,-0.012801749,-0.01650482,0.003912228,-0.022315983,-0.01429193,-0.031020829,-0.007454592,0.004521463,-0.017543949,-0.01893185,-0.000808996
Eptesicus fuscus,Big brown bat,Muscle,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.147826087,6,0.535879191,-0.025893646,-0.452445327,-0.707166505,-0.528841123,-0.242482311,-0.158039977,0.46723528,0.642412334,-0.171462018,0.327329935,0.475864177,0.573611924,0.504734647,0.279461394,0.153095296,0.553573385,0.026409285,-0.458170819,0.498267637,0.420196089,0.213134986,0.224325418,0.339582451,0.535561472,-0.401802002,-0.374131931,0.4994871,0.567961909,0.104617273,0.53755887,0.392067562,-0.03558187,0.047819126,0.600454285,0.507003435,0.545089891,-0.491451466,-0.458253141,0.150423597,0.456535847,0.466240163,-0.000640352,-0.353102888,0.499729098,0.520941998,0.339154406,0.213463759,0.221938168,0.627009939,0.388549459,0.50533321,0.418860212,0.319506255
Eptesicus fuscus,Big brown bat,Skin,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.795652174,70,0.001115725,0.170931712,0.179695235,0.152475097,0.13628125,0.121448494,0.206104006,-0.086278203,0.008169477,0.206250685,0.145356702,0.068436186,-0.009701307,-0.020523869,0.046969836,0.027917215,0.015471349,0.089224299,0.028732437,-0.009877003,-0.066791272,0.189951906,0.011557516,-0.049168939,-0.053333828,0.142056626,0.079427688,-0.08505178,-0.093251312,-0.066027977,-0.017205692,-0.051919397,0.20488802,0.119633072,-0.013962423,-0.108081217,-0.07534058,0.159075526,0.020058009,-0.058785514,-0.069470261,-0.022686176,0.106774937,0.072746369,0.014881149,-0.026771607,0.04690906,-0.042746274,0.136547826,-0.017737263,-0.03778875,-0.129812778,-0.104908716,0.144509761
Equus africanus somaliensis,Somali wild ass,Blood,6.1.4,Perissodactyla,250000.0,1.006849315,1.75,47.0,0.050562861,0.213435857,7,-0.319424678,0.287125141,0.30043343,0.245279409,0.196946079,0.305102263,0.302240829,-0.303073547,-0.277192489,0.269430001,0.296065648,-0.137275162,-0.354526393,-0.326803394,0.222934275,-0.224172979,-0.285879432,-0.109940952,0.136516127,-0.277818127,-0.330425327,0.101097043,-0.082853684,-0.320856785,-0.276726391,0.036837247,0.210731776,-0.348787863,-0.296107916,-0.324961089,-0.320797048,-0.341361659,0.313844103,0.313135115,-0.299515713,-0.268634848,-0.305468769,0.218991152,-0.241161854,-0.273614291,-0.303748072,-0.245917512,0.130237607,0.110723,-0.116663695,-0.173215893,-0.337275705,-0.223433187,-0.305738107,-0.31257209,0.222321271,-0.278724817,-0.289329857,0.087207382
Equus caballus,Horse,Blood,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,8.77e-05,0.49122807,210,0.000819088,0.103974226,0.088333484,0.094780426,0.063170958,0.105332805,0.083630916,-0.041254907,-0.000518142,0.10085413,0.076683972,0.00902795,-0.016039948,-0.040098985,0.078989199,-0.029630129,0.010928313,0.015873537,-0.001244667,-0.034662587,-0.041901736,0.090852865,0.001277693,-0.064773473,-0.008442126,0.041812466,0.007924932,-0.047446874,-0.029106632,-0.04660751,0.009180213,-0.022550485,0.058476016,0.049973879,-0.004861608,-0.038623906,-0.030634936,0.067448135,-0.019860512,-0.051270175,-0.050711901,-0.02446511,0.003474996,0.002785464,-0.028641938,-0.060401347,-0.030685697,-0.031910629,-0.011391457,0.009174105,-0.009117876,-0.043682955,-0.054902271,0.010714913
Equus caballus,Horse,Liver,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,0.000730994,0.50877193,48,0.01337288,0.104005292,0.104409655,0.072651798,0.050977269,0.110950307,0.1060396,-0.045504115,-0.001268048,0.130148636,0.118240157,0.038083457,0.004916883,-0.021277225,0.073932963,0.017795708,-0.003109569,0.066731851,0.055527005,0.025803205,-0.038792195,0.070634666,0.034026466,-0.030978572,0.002258821,0.11623576,0.032192154,-0.057557746,-0.017906113,-0.00640565,0.023885621,2.04e-05,0.072734234,0.072538565,-0.001303787,-0.063837494,-0.031557993,0.033230512,0.01573567,-0.034322631,-0.068513747,-0.00512689,-0.004756543,0.104814875,0.01032673,-0.007968492,-0.006222985,-0.025895086,0.098083098,-0.011958952,0.103023125,-0.047098587,-0.026457719,-0.052057865
Equus quagga,Zebra,Blood,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004109589,0.531795242,76,-0.148499334,0.144136814,0.116415625,0.124033753,0.098014227,0.15179701,0.12362459,-0.124693364,-0.156993707,0.134182721,0.115627638,-0.113270026,-0.153937276,-0.149691888,0.069088151,-0.150016707,-0.125965961,0.012413136,0.024684241,-0.122203394,-0.121673342,0.12711929,-0.132225484,-0.153496046,-0.128169109,0.066043808,0.046146175,-0.134581954,-0.114343319,-0.142654363,-0.11518607,-0.13709644,0.122923925,0.076823453,-0.141992965,-0.10014592,-0.133512279,0.103354929,-0.116717657,-0.11355254,-0.144674509,-0.129615425,0.034771698,-0.038753388,-0.130989204,-0.129277837,-0.16312893,-0.100300603,-0.149402731,-0.119500689,-0.057189646,-0.092156062,-0.116387123,0.056085437
Equus quagga,Zebra,Skin,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004253684,0.651838421,20,-0.006139507,0.138370488,0.102027671,0.101269344,0.056570043,0.116507618,0.111030231,-0.003115482,-0.004908916,0.104701162,0.120081599,0.034941361,0.004538601,0.029050007,0.06985377,-0.005630272,-0.017435739,0.037221161,0.068226757,0.005992592,-0.02596415,0.077380565,0.037335338,0.020492882,0.004971501,0.083922599,0.069067954,-0.015527264,-0.026134641,0.009454042,-0.001292117,0.010463744,0.089984275,0.094269898,0.026936908,0.020278919,-0.013895587,0.082684988,0.019459897,0.008491639,-0.013440772,-0.004518053,0.114408461,0.111394348,0.007875034,0.037783974,0.030983608,0.015834015,0.09245799,-0.055983338,0.055448682,-0.063169673,-0.028508889,0.035317071
Eulemur albifrons,White-headed lemur,Blood&Skin,1.3.1,Primates,2231.59,0.328767123,2.657534247,34.59,0.568083261,1.0,3,-0.061363417,0.086405042,0.07115174,0.098124267,0.096633073,0.104095881,0.042854749,-0.070713759,-0.042131119,0.082688761,-0.022773777,-0.054046086,-0.112595697,-0.065382155,0.093476629,-0.051626116,0.115318326,-0.059185164,0.044213962,-0.071547334,0.004788639,0.02941201,-0.039122182,-0.056494748,0.051304622,0.03382135,0.115741211,-0.087066379,-0.073617538,-0.067987122,0.113341027,0.004298415,-0.046925573,-0.028547448,-0.069089558,-0.024614745,0.021815793,0.08797961,-0.010790674,-0.088716735,-0.069795769,-0.115790083,-0.023702633,-0.069620311,-0.061935226,-0.046022283,-0.056240805,-0.039328444,-0.050409802,0.087878502,-0.0255694,0.048902366,-0.079181072,0.105169861
Eulemur collaris,Collared brown lemur,Blood,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,3,-0.056646342,0.059536952,0.059336092,0.05962935,0.040662389,0.05915408,0.059389981,-0.058179215,-0.0552669,0.058583233,0.058273229,-0.055265224,-0.055822459,-0.058039792,0.014005358,-0.049319412,-0.056678461,-0.058363298,0.030073518,-0.056487815,-0.057155762,0.051799585,-0.058109392,-0.05768432,-0.059149323,0.059847615,0.045666796,-0.057793261,-0.057731747,-0.057216829,-0.058022751,-0.057527548,0.055025232,0.058921188,-0.054017181,-0.058928992,-0.059164274,0.056327821,-0.056846743,-0.059584068,-0.055935407,-0.057105558,-0.047104913,-0.056750181,-0.043689441,-0.059842478,-0.054463549,-0.05953962,-0.05571715,-0.044900164,0.052883099,-0.058515532,-0.057418638,0.054154256
Eulemur collaris,Collared brown lemur,Blood&Skin,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,4,-0.053415999,0.060825042,0.055292866,0.055650261,0.045398767,0.060581617,0.060850916,-0.052630395,-0.056467007,0.055226952,-0.001482493,-0.042260551,-0.057299303,-0.049807226,0.034332598,-0.040065083,-0.058462473,-0.033617643,0.042220164,-0.054195655,-0.057759753,0.037846552,-0.046265229,-0.045463756,-0.059725896,0.061136736,0.047850092,-0.058686641,-0.052080764,-0.046387158,-0.055694466,-0.059001153,0.053397893,0.010898446,-0.053116514,-0.055784983,-0.060697163,0.058192791,-0.052717172,-0.055204209,-0.052135244,-0.057589989,0.023366481,-0.039491162,-0.038426422,-0.038703936,-0.050118469,-0.04697957,-0.048151044,-0.05039498,-0.026758643,-0.058661238,-0.053771908,0.051754654
Eulemur coronatus,Crowned lemur,Blood&Skin,1.3.2,Primates,1645.0,0.345205479,1.665753425,30.0,0.032666667,0.636666667,3,-0.095810218,0.087036205,0.079916652,0.107342557,-0.016217795,0.103278404,0.060798588,-0.099947506,-0.095497727,0.039936295,-0.031007131,-0.088488805,-0.103189658,-0.097097937,0.102650471,-0.08560912,-0.101469778,0.072990106,-0.061776904,-0.097735103,-0.10871336,0.083202551,-0.074078851,-0.094591465,-0.105960762,0.104655028,-0.079250318,-0.106311478,-0.098383063,-0.094211918,-0.107367348,-0.108339422,0.070577724,-0.029966212,-0.09869345,-0.1044848,-0.108718948,0.108686243,-0.099941484,-0.103006597,-0.100515926,-0.1014222,0.08803167,-0.055370046,-0.090799898,-0.088182316,-0.094264526,-0.093351737,-0.095002134,-0.10497431,-0.075960473,-0.108016226,-0.102580651,0.10687889
Eulemur flavifrons,Blue-eyed black lemur,Blood,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,3,-0.073847038,0.073549648,0.07362436,0.073783986,0.073031924,0.073376145,0.069891414,-0.073597989,-0.073769937,0.073558463,0.073076404,-0.07340516,-0.07360465,-0.073669541,0.073820104,-0.073673134,-0.073831514,0.072294272,0.065632289,-0.073833633,-0.073135541,0.073699785,-0.046237858,-0.072860895,-0.073796599,0.070857006,0.053026725,-0.073321895,-0.073510138,-0.073394702,-0.073788004,-0.073845596,0.073442086,0.071808662,-0.073255627,-0.073749881,-0.073519495,0.071946617,-0.073846437,-0.07355338,-0.073281833,-0.073744356,0.041220312,-0.028033107,-0.071720038,0.003687833,-0.072772697,-0.073554593,-0.071012747,-0.072039436,0.073637625,-0.073370411,-0.073642718,0.069665187
Eulemur flavifrons,Blue-eyed black lemur,Blood&Skin,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,4,-0.047872856,0.085024218,0.086223904,0.075426403,0.081700467,0.085520857,0.082355187,-0.061231916,-0.052383808,0.083004607,0.042406633,-0.038009617,-0.064257332,-0.058726524,0.086558251,-0.032026879,-0.074540119,0.078358109,0.041161885,-0.064623889,-0.0844361,0.082458819,-0.02971255,-0.04621653,-0.084816429,0.078080792,0.045366854,-0.080279203,-0.060407118,-0.048759106,-0.084209341,-0.085275685,0.08084445,0.039734204,-0.054577855,-0.071284818,-0.085949001,0.066151416,-0.079933921,-0.067544319,-0.061775415,-0.076423877,0.024511474,-0.027289334,-0.04269362,-0.024858354,-0.044443947,-0.041675795,-0.041712734,-0.08442445,0.010120225,-0.081570365,-0.071156423,0.080042945
Eulemur macaco,Black lemur,Blood,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,3,0.03135342,0.071577397,0.070529356,0.071828301,0.068195338,0.067118424,0.070585815,-0.056200969,0.043065078,0.059322452,0.070513302,0.029176805,0.010995993,-0.044495702,-0.010927016,-0.015292977,0.052865948,0.070993821,-0.036969335,-0.010350089,-0.034636235,0.04885334,-0.02357608,-0.05216462,0.024317712,0.071095965,-0.039135761,-0.052504281,-0.031692562,-0.045187818,0.053559637,0.005907874,0.070949158,0.064835317,-0.001252205,-0.056414396,-0.01316696,0.069164025,-0.07155088,-0.060711721,-0.053403419,-0.037074024,0.071542989,-0.031602356,0.071792871,-0.036255041,-0.048905689,-0.038536832,-0.044790159,0.040707906,0.027559447,-0.0598705,-0.058631678,0.063718365
Eulemur macaco,Black lemur,Blood&Skin,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,4,-0.028280833,0.064793235,0.071038536,0.056177117,0.069453939,0.061128731,0.059902216,-0.049886162,-0.01471666,0.063825196,-0.022550656,-0.039224278,-0.031290962,-0.04727126,0.03089909,-0.042320775,0.02508154,0.071152662,-0.028980666,-0.042281804,-0.044232944,0.057184388,-0.045679834,-0.046658797,0.019597918,0.067058868,-0.043436813,-0.054867756,-0.04468324,-0.04610637,0.041173392,-0.026647689,0.068691042,-0.007903369,-0.039970295,-0.054725301,-0.040134751,0.062815036,-0.0539041,-0.052851924,-0.052738379,-0.050203498,0.058365998,-0.047287332,-0.037354803,-0.043528218,-0.048793419,-0.043717595,-0.048384491,0.033559891,-0.03683722,-0.057543194,-0.053955586,0.050758995
Eulemur mongoz,Mongoose lemur,Blood,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,3,-0.062452838,0.053392446,0.046532222,0.049795469,0.046215013,0.055297247,0.024348343,-0.065460207,-0.066089185,0.032715697,0.045416433,-0.065365373,-0.050179589,-0.064782538,0.013754577,0.005279866,-0.064336789,-0.063915116,-0.064642041,-0.062665101,-0.062747368,0.051863332,-0.032318254,-0.065151037,-0.063242728,0.060172715,-0.060719724,-0.061415832,-0.064104509,-0.060878274,-0.066133896,-0.037021225,0.022383735,-0.044939992,-0.065896282,-0.063526018,-0.063515748,0.037594925,-0.064465796,-0.065566857,-0.066134844,-0.066187728,0.005116161,-0.057066764,-0.047448202,-0.064964362,-0.063417072,-0.054865858,-0.064694403,-0.06606163,0.028540102,-0.061785891,-0.066193285,0.048398306
Eulemur mongoz,Mongoose lemur,Blood&Skin,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,4,-0.047817417,0.057632197,0.052452627,0.05101041,0.053456715,0.060185574,0.042600959,-0.050753687,-0.057929696,-0.004112343,-0.016264179,-0.04192766,-0.046281011,-0.046000767,-0.025301046,-0.036943729,-0.057988803,-0.061652697,-0.066341242,-0.044107634,-0.060341692,0.051235277,-0.039803747,-0.045836029,-0.065098866,0.046427649,-0.063856997,-0.054358862,-0.045784707,-0.044265213,-0.066766463,-0.048069023,-0.000515027,-0.042760595,-0.053773191,-0.051580506,-0.056303062,0.045727495,-0.06403964,-0.049229917,-0.051480158,-0.053262857,-0.036197614,-0.05345731,-0.045259476,-0.042516825,-0.049721117,-0.042911235,-0.042084637,-0.067587981,-0.032536214,-0.056897658,-0.049998835,0.053152738
Eulemur rubriventer,Red-bellied lemur,Blood,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,3,-0.052281207,0.06863377,0.044491487,0.056906118,0.058596663,0.067640156,0.025220574,-0.072394068,-0.052289203,0.073284635,0.053418538,-0.024155292,-0.043109829,-0.070134013,0.054652381,-0.04603371,-0.06747729,-0.005739891,0.042900054,-0.028389977,-0.060138229,0.072777595,0.034880519,-0.060370812,-0.069339146,0.072742943,0.02610756,-0.072138756,-0.064011614,-0.069383444,-0.067168387,-0.057524204,-0.010803068,0.051092703,-0.067005484,-0.066201569,-0.068880094,0.059741658,0.042642553,-0.037659337,-0.068800841,-0.041844984,-0.019619535,-0.072945869,-0.015864254,0.067036296,-0.073198144,0.07319514,-0.049206682,-0.057219924,0.001942744,-0.073248377,-0.068013046,0.072558347
Eulemur rubriventer,Red-bellied lemur,Blood&Skin,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,4,-0.05162177,0.05778036,0.051626098,0.050471266,0.064135361,0.059728694,0.04626659,-0.05090541,-0.055142485,0.052000635,-0.01966816,-0.043600271,-0.051243785,-0.049364693,0.056533486,-0.045131124,-0.06338785,0.000503403,0.05496452,-0.045214045,-0.064262136,0.069169239,-0.027467779,-0.04578155,-0.064009836,0.055035668,0.039961275,-0.056417828,-0.05001713,-0.047611486,-0.064897525,-0.059423206,-0.013714855,0.028655846,-0.052774252,-0.052718673,-0.060169803,0.053835511,-0.03637979,-0.044961607,-0.051367019,-0.051512749,0.021021779,-0.062947326,-0.043380758,-0.038992203,-0.056719905,-0.041481896,-0.047705917,-0.056694724,-0.039972225,-0.057831793,-0.049067927,0.064098396
Eulemur sanfordi,Sanford's brown lemur,Blood,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,3,-0.067289573,0.080165374,0.074808228,0.074894156,0.037669262,0.080671332,0.080088244,-0.068525256,-0.061486757,0.080384557,0.077237966,-0.052834965,-0.074750451,-0.065708018,0.077139148,-0.063450039,-0.058387553,0.075436943,0.075139893,-0.062681906,-0.070958471,0.07837328,-0.051413604,-0.068971908,-0.066008945,0.079991717,0.058179986,-0.068917003,-0.06508376,-0.069661825,-0.05673485,-0.070796504,0.07968135,0.075962537,-0.060090731,-0.06793124,-0.069946926,0.049046495,-0.053906333,-0.067488876,-0.068320675,-0.072568239,0.070768405,0.041233982,-0.065042113,-0.070358651,-0.058857889,-0.063158197,-0.055604581,-0.062120955,0.032102477,-0.066604211,-0.066347959,0.067951681
Eulemur sanfordi,Sanford's brown lemur,Blood&Skin,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,4,-0.065380588,0.079938133,0.070883294,0.069291261,0.055765245,0.081103213,0.067175998,-0.067301467,-0.067569134,0.076340108,-0.001014458,-0.054079589,-0.076050187,-0.064788145,0.071795268,-0.054293757,-0.066658305,0.069899354,0.07571331,-0.065660518,-0.065956433,0.060998848,-0.062439843,-0.059670109,-0.065671781,0.072390998,0.061665062,-0.073410012,-0.064434275,-0.060741508,-0.063970104,-0.067554247,0.072641304,0.030331156,-0.06368343,-0.071633363,-0.072388196,0.059193094,-0.064198872,-0.071847223,-0.068541821,-0.074417796,0.071015243,-0.038843096,-0.060745192,-0.062298642,-0.058463629,-0.060289994,-0.06066977,-0.065524614,-0.037723422,-0.071835981,-0.070760171,0.071343899
Felis catus,Domestic cat,Blood,5.2.2,Carnivora,3900.0,0.178082192,0.791780822,30.0,0.007032349,0.697222333,128,-0.083943492,0.123134672,0.094513443,0.114863736,0.073717156,0.11121679,0.09104359,-0.045298545,-0.081860992,0.049258052,0.053352317,-0.072279598,-0.065582879,-0.056434196,0.015210979,-0.021382824,-0.057880078,0.006492831,-0.001831507,-0.051110602,-0.060996786,0.114191554,0.028877001,-0.089375969,-0.041771504,0.057481714,0.020100713,-0.020030386,-0.046396587,-0.053436323,-0.030879123,-0.048863867,0.070832547,0.03527288,-0.058597042,-0.037380559,-0.053492555,0.102541845,-0.015205248,-0.01432654,-0.010959152,0.001212488,-0.002107965,-0.096631345,-0.058542195,0.043991246,-0.081374844,0.002784707,-0.052344709,-0.086394,-0.045777408,-0.018222958,-0.013031574,0.02036829
Globicephala macrorhynchus,Short-finned pilot whale,Blood,4.13.3,Artiodactyla,2200000.0,1.238356164,12.05753425,63.0,0.11968254,0.30031746,9,0.136464633,0.05378267,0.005217138,-0.005611514,-0.169929053,0.109335394,-0.054600402,0.109901744,0.12383658,-0.069408891,-0.132955991,0.116918948,0.105027318,0.118413161,-0.018981502,0.171319365,0.120833703,-0.073881432,-0.082182932,0.127589467,0.106286696,0.18097909,0.152335623,0.119440133,0.101790056,-0.001554631,-0.08375606,0.102193433,0.111375356,0.12012471,0.140497292,0.120222052,-0.097927997,-0.051079983,0.125349011,0.072640149,0.117514261,-0.080150465,-0.122301587,0.095013781,0.123021269,-0.042637223,-0.050906979,0.052863921,0.049878998,0.089185145,0.146553179,0.066281462,0.064858372,0.151004232,0.012660647,0.068126137,0.07635468,0.142269678
