category,clock_n,clock_pct,bg_pct,odds_ratio,p,q
fiveUTR,123,9.439754412893324,7.027041027766266,1.3791365490700769,0.0014360617355225988,0.0033508107162193972
Exon,427,32.77052954719877,28.641732283464567,1.2144196519637842,0.0013495897125267128,0.0033508107162193972
Promoter,104,7.981580966999233,6.749896394529631,1.1983022434274662,0.08274213013738729,0.1158389821923422
threeUTR,127,9.746738296239448,10.148155822627436,0.9561725404812257,0.6744971807491367,0.6744971807491366
Intron,405,31.08211818879509,32.094384583506006,0.9542349600318789,0.45072688356126533,0.5258480308214762
Intergenic_upstream,57,4.374520337682272,5.630957314546208,0.766662335111732,0.0569800335665665,0.09971505874149138
Intergenic_downstream,60,4.604758250191865,6.941566514711977,0.6471103853219822,0.0006638053526251038,0.0033508107162193972
