SpeciesLatinName,SpeciesCommonName,Order,n_tissues,n_samples,adult_mass_g,max_lifespan_y,maturity_y,gestation_y,span_y,arocm,arocm_mean_states,contrast,tissues,log_mass,log_lifespan,log_span,log_arocm,log_contrast,implied_cor,lq_resid,longevity_quotient,resid_M1,resid_M2,resid_M3,resid_M4,resid_M5,resid_student,cooks_d,p_outlier,q_outlier,signif,fit_lo,fit_hi
Capreolus capreolus,Roe deer,Artiodactyla,1,188,21666.7,17.5,1.463013699,0.419178082,13.000000002499998,0.225879174,0.1265497392777778,1.7849043015742077,Blood,9.98353179867002,2.8622008809294686,2.5649493576538442,-1.4877550509931123,0.5793648012309285,0.8476741125990113,-0.513504762100903,0.5983946684119781,0.6210686646629191,0.4501533660333259,0.4460379408643995,0.15190955604609724,0.2662701087213869,1.2374742561753602,0.0050009843045750735,0.21828748801448072,0.9764587990474115,False,-2.023243228009489,-1.8620237850103083
Carollia perspicillata,Seba's short-tailed bat,Chiroptera,1,32,15.0,17.0,0.74,0.260273973,10.300000001,0.23130995500000004,0.11723264529629626,1.9730848384030089,Skin,2.70805020110221,2.833213344056216,2.3321438953326776,-1.4639966713280645,0.6795982258134374,0.6877663537120483,0.4086867290223979,1.5048402238682466,-0.4450287875619141,0.12914661412647055,0.03499196490960799,0.14680381534575215,0.07853016906277588,0.3564240031851185,0.0012589326447247,0.7221387190412019,0.9764587990474115,False,-1.7064525320951114,-1.485507979104418
Ceratotherium simum simum,White rhino,Perissodactyla,1,23,2175000.0,45.0,4.501369863,1.410958904,29.34976041,0.082759187,0.0709482295925926,1.1664728982700443,Blood,14.592539222504922,3.8066624897703196,3.3792843830380606,-2.49182024973932,0.15398457883614755,0.7011810218158961,-0.1716137381265912,0.8423044604402903,0.30742561223475917,0.30457725417000425,0.23465128410943858,-0.20673845236417568,0.13740866555881204,0.8425300305739777,0.006967670556239714,0.401140024160072,0.9764587990474115,False,-2.940679483815183,-2.6591573709467022
Cervus canadensis,Wapity elk,Artiodactyla,1,42,280093.29,25.0,2.0,0.687671233,13.580821925,0.15488048100000001,0.07846772464814818,1.9738112924070261,Blood,12.54287800523116,3.2188758248682006,2.6086586449676368,-1.8651015498285273,0.6799663398899898,0.6072004998143513,-0.49143260760188445,0.6117493693212334,0.6271082484723114,0.1574340471996698,0.16746373163560158,0.2895669774606199,0.03558721361266115,0.4326822621265839,0.0012848969776971333,0.6660095260570172,0.9764587990474115,False,-2.1457175427831565,-1.91092515416076
Cervus elaphus,Red deer,Artiodactyla,1,53,200000.0,31.5,2.167123288,0.671232877,10.756164383999996,0.173553717,0.0876015063703704,1.981172746804516,Blood,12.206072645530174,3.449987545831587,2.3754790212946686,-1.7512681194447468,0.6836889657340999,0.5388907477045762,-0.21628776108272518,0.8055034759674592,0.6904887596150344,0.041833694833703694,0.05646739130122791,0.28841311575158246,-0.034010979341935976,0.11495540257668498,9.588200565901692e-05,0.9086694564226592,0.9764587990474115,False,-1.9178651750786126,-1.6806996998964638
Cheirogaleidae,Cheirogaleidae,Primates,1,6,248.9333333,22.73333333,0.921917808,0.193150685,29.149999983992476,0.07449901699999999,0.06752553446296296,1.1032717858880765,Blood,5.517185122865553,3.1238322760346793,3.3724549122473584,-2.5969693483145457,0.09828011598191,0.6269003007497217,0.3320460935672389,1.393817093033772,-1.1571974207208662,0.0415569524163919,0.14417037654771603,-0.393841807880299,0.0284103945297155,0.11472726065162692,0.00013772758423401393,0.9088499110625555,0.9764587990474115,False,-2.7570990090418266,-2.5321046710448742
Cheirogaleus medius,Fat-tailed dwarf lemur,Primates,1,3,380.0,30.0,1.0,0.167123288,28.62999999,0.05224728299999999,0.04598676057407407,1.13613749583082,Blood&Skin,5.940171252720432,3.4011973816621555,3.3544551187607397,-2.9517673894892638,0.1276343480371489,0.431811730126757,0.5541110062857144,1.740393098320561,-1.4486327972734951,-0.32346567634460044,-0.2177973956235042,-0.3583633069024319,-0.16506005277424352,-0.8943485865644885,0.007379220748173232,0.37289639994407575,0.9764587990474115,False,-2.738646623629297,-2.5283480826413682
Chlorocebus aethiops sabaeus,Vervet,Primates,3,240,5620.0,30.8,3.916438356,0.443835616,23.95725939376,0.1186431173889321,0.08494707443831477,1.4205826442640366,Blood|Cortex|Liver,8.634086942887738,3.427514689979529,3.1762713841407906,-2.131635305461492,0.3510671003198638,0.8205197925344156,0.22823223337945997,1.2563770642467935,-0.22495633117622704,0.3705526466341653,0.49748326010163213,-0.09592628715796253,0.23395351964905187,1.0180036407216702,0.004355923756584491,0.31069078089462776,0.9764587990474115,False,-2.581061682591966,-2.425125627867237
Chrysocyon brachyurus,Maned wolf,Carnivora,1,5,21500.0,16.8,2.0,0.175342466,8.8761122688,0.243295304,0.16140262951851855,1.507381290662836,Blood,9.975808214115753,2.8213788864092133,2.1833636535707965,-1.4134793306530793,0.4103739006896234,0.6233986968912717,-0.5533169936865048,0.5750392419255196,0.6941874040448295,0.15803417269058806,-0.036916057612089714,-0.017193171587205458,0.04196514662573658,0.4327760666350476,0.0008268573932592165,0.665941557168707,0.9764587990474115,False,-1.6662546856576326,-1.4848161471005403
Connochaetes taurinus albojubatus,White-bearded gnu,Artiodactyla,1,10,164500.0,24.3,1.812328767,0.693150685,11.9699999856,0.183448508,0.07840532090740741,2.3397456432407577,Blood,12.010665849187564,3.190476350346503,2.482403518366874,-1.6958212612201877,0.8500422239916329,0.6338955614126868,-0.45025194031651194,0.6374675276181175,0.7166639835527158,0.1966542671394167,0.20707337699984452,0.45193714703062804,0.060246310342248144,0.5402692463093495,0.0018410037601289426,0.5899962754334075,0.9764587990474115,False,-2.0090157868808194,-1.7862366705756951
Crocuta crocuta,Spotted hyena,Carnivora,1,6,63000.0,41.1,2.375342466,0.301369863,16.1900000025,0.13070358599999998,0.08722321912962962,1.4984953238856111,Blood,11.05089000537367,3.716008121502189,2.78439376784396,-2.0348232218499978,0.4044614872395893,0.6108628708868316,0.20075862450675253,1.2223296957794672,0.23388909371402855,0.13151590558677917,-0.07405708569117908,-0.0075398500431790305,0.03354202029036024,0.3598839238171802,0.0005263574709744804,0.719556172795833,0.9764587990474115,False,-2.2611340777501745,-2.0783115732737283
Cynopterus brachyotis,Lesser short-nosed fruit bat,Chiroptera,1,10,45.0,13.0,0.69,0.306849315,6.200000001,0.272845494,0.2402499055925926,1.1356736783184502,Skin,3.8066624897703196,2.5649493574615367,1.8245492922123363,-1.2988496000547072,0.12722602403197478,0.4883350002438007,-0.003207195311349942,0.9967979422456821,-0.11531130349401453,-0.17460498535591418,-0.24772409812579155,-0.38966196156117405,-0.11669846938157746,-0.4796321350261508,0.0014714490301775429,0.6323477115578136,0.9764587990474115,False,-1.2124512734284294,-1.038215009421162
Daubentonia madagascariensis,Aye-aye,Primates,2,7,2277.5,37.0,4.25,0.452054795,35.969999994000005,0.05507944617989378,0.04140001031100393,1.3526022265674265,Blood|Blood&Skin,7.730833629134113,3.6109179126442243,3.582685257540727,-2.898978660003501,0.3020303122962109,0.5719253933264072,0.5297246295908322,1.6984645373417178,-1.1276056278014843,-0.02175337695115287,0.08819271098576964,-0.15804096546747448,-0.018096253498653625,-0.059847582663299204,2.9017094305702912e-05,0.9523749524054907,0.9764587990474115,False,-2.983411743935173,-2.775691455685317
Daubentoniidae,Daubentoniidae,Primates,1,3,2277.5,37.0,4.25,0.452054795,35.969999994000005,0.05241060900000003,0.04871734740740742,1.0758099894418927,Blood,7.730833629134113,3.6109179126442243,3.582685257540727,-2.9486462463157097,0.07307385640777107,0.5442131365827645,0.5297246295908322,1.6984645373417178,-1.1772732141136932,-0.07142096326336178,0.03852512467356073,-0.3869974213559143,-0.045808510242296374,-0.19652055648952316,0.00031278934934831563,0.8445297362260913,0.9764587990474115,False,-2.983411743935173,-2.775691455685317
Delphinapterus leucas,Beluga whale,Artiodactyla,2,185,1430000.0,50.0,11.00753425,1.279452055,49.730810084324325,0.04088797583741248,0.0280648356688256,1.5579436529162554,Blood|Skin,14.17318500223609,3.912023005428146,3.906624662244572,-3.196919248462027,0.4433667805020214,0.5869897557903888,-0.011427856714983697,0.9886371932100253,-0.46049199670069374,0.09865532988487269,0.08158744507166604,0.07657206553361218,0.021613169997520054,0.27237416310565077,0.0007657018895709615,0.785794785785395,0.9764587990474115,False,-3.4448272596738456,-3.158887193664297
Desmodus rotundus,Common vampire bat,Chiroptera,1,44,33.2,29.9,0.780821918,0.517808219,17.0000000027,0.141741604,0.0625651334814815,2.265504700664528,Skin,3.502549875922443,3.3978584803966405,2.8332133442150393,-1.9537495691690674,0.8177975600134476,0.6955937025210159,0.8694608819365537,2.385624373580753,-0.8157668693491023,0.13359358396843546,0.029970970675636588,0.2965064337532354,0.0893968573678402,0.3692529582449043,0.0014897199255766267,0.7125792843874379,0.9764587990474115,False,-2.2054723158400646,-1.9766867019278167
Diceros bicornis,Eastern black rhinoceros,Perissodactyla,1,5,1100000.0,49.0,5.589041096,1.298630137,21.3601437,0.03239181599999999,0.04557121283333334,0.710795565579216,Blood,13.9108207377686,3.8918202981106265,3.0615267415974543,-3.429849480683328,-0.3413704213547309,0.19973254867595588,0.0026703111343922004,1.0026738795907588,-0.7327239878330456,-0.9498190462348992,-1.0148102981009903,-0.7119638171731191,-0.3666477053330651,-2.6914129497837727,0.058662511246436407,0.008113873593233865,0.28349461447414365,False,-2.6169720492244535,-2.351279375624856
Eidolon helvum,Straw-colored fruit bat,Chiroptera,1,24,306.25,21.8,1.75000274,0.753424658,13.0999999958,0.19794097400000005,0.08247062398148153,2.400139157967896,Skin,5.724401761858937,3.0819099697950434,2.572612229886495,-1.619786403842663,0.8755267181596038,0.748542348537756,0.2630327805510442,1.3008693614673033,-0.14897374589416335,0.2544635773734376,0.1716081030965777,0.3864050118763354,0.1508451446121637,0.6979002665570742,0.002238906427911687,0.48656758011661516,0.9764587990474115,False,-1.9505577177996742,-1.8045881214043227
Elephas maximus,Asian elephant,Proboscidea,1,83,3178000.0,88.0,9.005479452,1.764383562,71.227397208,0.035907441,0.016596689462962957,2.1635303281495237,Blood,14.971762626078798,4.477336814478207,4.26587753665157,-3.326810734770417,0.771741298680008,0.7383136659887267,0.44948182762662725,1.5674997399544184,-0.4707577965318217,0.3269086569110575,0.18162509733730214,0.4165089111233371,0.17599201978836743,0.9097097233525895,0.01124951787404303,0.364769355844034,0.9764587990474115,False,-3.818306077469744,-3.5013538582482195
