SpeciesLatinName,SpeciesCommonName,Order,n_tissues,n_samples,adult_mass_g,max_lifespan_y,maturity_y,gestation_y,span_y,arocm,arocm_mean_states,contrast,tissues,log_mass,log_lifespan,log_span,log_arocm,log_contrast,implied_cor,lq_resid,longevity_quotient,resid_M1,resid_M2,resid_M3,resid_M4,resid_M5,resid_student,cooks_d,p_outlier,q_outlier,signif,fit_lo,fit_hi
Eptesicus fuscus,Big brown bat,Chiroptera,2,76,23.0,23.0,1.749315068,0.164383562,16.823684218447365,0.14727026061080656,0.09146561742960628,1.950451498261586,Muscle|Skin,3.1354942159291497,3.1354942159291497,2.8227876685171225,-1.9154858726333106,0.6680608833450131,0.7152297000924238,0.6550845947886357,1.9253053812893357,-0.8324875400070737,0.15573014405014463,0.050197049057771226,0.1414552859645707,0.10762869229445415,0.4311672159615221,0.002222431410784131,0.6671076827911748,0.9764587990474115,False,-2.196706272780594,-1.954673699587268
Equus africanus somaliensis,Somali wild ass,Perissodactyla,1,7,250000.0,47.0,1.75,1.006849315,7.655030812,0.287125141,0.2507629300555555,1.145006325043293,Blood,12.429216196844383,3.8501476017100584,2.0353630541831924,-1.2478371268976798,0.13541016104622308,0.6344940320601535,0.15469904167203463,1.167306597593055,1.2273463092204968,0.22252393236947543,0.1777972998168187,-0.2566348711383979,0.06244593533005649,0.6150222050285734,0.0038513028419102646,0.5396855241828507,0.9764587990474115,False,-1.6146666390813644,-1.3425080803218052
Equus caballus,Horse,Perissodactyla,2,258,300000.0,57.0,2.584931507,0.923287671,28.174225696883724,0.10398000501825017,0.0401652615324442,2.594331214501004,Blood|Liver,12.611537753638338,4.04305126783455,3.3384075776274855,-2.263556657764882,0.9533287625932756,0.8456900099423859,0.32376642440436365,1.3823243921651587,0.23893826409982744,0.4605753355410038,0.3799009486079825,0.5639235007590004,0.27433937996541125,1.2720036388948872,0.009941384117605027,0.2057911036392933,0.9764587990474115,False,-2.8407155802618114,-2.614452159641656
Equus quagga,Zebra,Perissodactyla,2,96,280000.0,38.0,2.465753425,1.0,21.001255895666663,0.14291600479048247,0.09473933162397978,1.6142434054061736,Blood|Skin,12.542544882151386,3.6375861597263857,3.044582240490757,-1.9454982003844423,0.47886636727909526,0.8664340488960772,-0.07267872103059636,0.9298995392043393,0.5466616965969633,0.4954543600611456,0.42271825250935957,0.08846218167662134,0.29481948834001603,1.3691272881872292,0.010918766630491463,0.17347480394056786,0.9764587990474115,False,-2.554762053051288,-2.3333012091716245
Eulemur albifrons,White-headed lemur,Primates,1,3,2231.59,34.59,2.657534247,0.328767123,14.940000002010002,0.086405042,0.06261757388888892,1.3798848571380382,Blood&Skin,7.710469614871532,3.5435646229490776,2.7040421798392096,-2.448709248393319,0.3220000588315711,0.3726482277577012,0.4650336823169572,1.5920678125166905,-0.6803867138672475,-0.41519158695032843,-0.2803892035282787,-0.1383660624054241,-0.21745132111667315,-1.1398771357090096,0.003934026641533207,0.25657045587609467,0.9764587990474115,False,-2.0991207893963373,-1.9728916265490466
Eulemur collaris,Collared brown lemur,Primates,2,7,2333.61,37.0,2.073972599,0.336986301,32.989999977,0.06026962572136022,0.051232231658320124,1.1790369438640553,Blood|Blood&Skin,7.755171703768876,3.6109179126442243,3.496204484543309,-2.8089270215386515,0.1646979559786868,0.5739713126407249,0.526542728040543,1.6930687793350663,-1.0339081835955368,-0.014304761801523291,0.09824619634958554,-0.295020939275025,-0.01595722946215583,-0.039307942600089865,1.1254171150803256e-05,0.9687091260390988,0.9764587990474115,False,-2.8948597089633545,-2.698524638509684
Eulemur coronatus,Crowned lemur,Primates,1,3,1645.0,30.0,1.665753425,0.345205479,18.12,0.08703620500000002,0.08930164787037036,0.974631567004689,Blood&Skin,7.405495663199472,3.4011973816621555,2.8970163006148333,-2.4414310974684224,-0.025695759394117366,0.45526841005710084,0.36253800458572805,1.4369718314675513,-0.7187931867499917,-0.22777158680851795,-0.1002888310708383,-0.49047749230868015,-0.13599780937230832,-0.6237728278357325,0.0015060750784409796,0.5339413458431141,0.9764587990474115,False,-2.2854075624260863,-2.1456936375763216
Eulemur flavifrons,Blue-eyed black lemur,Primates,2,7,2433.0,32.0,2.1,0.347945205,27.080000000000002,0.07990223207587714,0.06553082033943751,1.228177986662487,Blood|Blood&Skin,7.796880342783522,3.4657359027997265,3.2987954480440744,-2.5269514907318076,0.20553175950102145,0.6246215281790193,0.37590783068818956,1.4563129002272799,-0.7456847635100645,0.07888255701250735,0.19729637620001927,-0.25358325088816736,0.03485254147673,0.2162978631467458,0.0002662056527395526,0.8291168228037697,0.9764587990474115,False,-2.6929063791821317,-2.5230965017358282
Eulemur macaco,Black lemur,Primates,2,7,2467.0,37.5,1.104109589,0.328767123,24.959999999999997,0.06761822487652107,0.046609192754673824,1.4520485826665432,Blood|Blood&Skin,7.810758116529357,3.624340932976365,3.217274543501227,-2.6938777335033306,0.3729753749795977,0.4872117161756094,0.5326985139841032,1.7035230925729201,-0.9105321373506836,-0.16606037258549344,-0.04524557717588795,-0.08593870395470854,-0.10250418143526757,-0.4552724456840753,0.001063540454841212,0.6497224445506602,0.9764587990474115,False,-2.610560621256756,-2.4483539896999362
Eulemur mongoz,Mongoose lemur,Primates,2,7,1555.0,36.2,2.349315068,0.328767123,29.949999989200002,0.05577542383214277,0.05021362621113775,1.1151432013139089,Blood|Blood&Skin,7.349230824613334,3.5890591188317256,3.3995293242008575,-2.8864219397297455,0.10898282833710816,0.48222429038181464,0.5577556719104422,1.7467478226076456,-1.1722124143547599,-0.1913619766227832,-0.0785033263901962,-0.3566135435882136,-0.10925716884136166,-0.526261440285074,0.0019500487219390496,0.5996619779178571,0.9764587990474115,False,-2.7931921951571606,-2.601432861548165
Eulemur rubriventer,Red-bellied lemur,Primates,2,7,2191.5,34.0,2.734246575,0.328767123,25.970000020000004,0.06220412992341823,0.05083768584338202,1.2245543191243928,Blood|Blood&Skin,7.692341519858864,3.5263605246161616,3.2569420264447766,-2.7773338839586104,0.20257695667478406,0.4663377218196915,0.4501996076810766,1.5686252638941063,-1.011726909881103,-0.21341596840213795,-0.09444083344866927,-0.2580516349390781,-0.12383117564840423,-0.5857607960116151,0.0018913663416479057,0.5591183170462503,0.9764587990474115,False,-2.6500890002066932,-2.4824734100436863
Eulemur sanfordi,Sanford's brown lemur,Primates,2,7,2111.34,32.94,1.819178082,0.328767123,23.499999987839995,0.08003544301791925,0.064987368084696,1.2317036184611179,Blood|Blood&Skin,7.655078095987852,3.494687724749494,3.157000420632666,-2.5252857046965,0.20839826673894996,0.5429496934295552,0.4233985385475747,1.527142799975692,-0.765260733580224,-0.057918330576000265,0.06367397897212079,-0.2527698490168558,-0.04736175437496026,-0.1586241202772795,0.00012422821322965655,0.8742273013051506,0.9764587990474115,False,-2.5488327149023258,-2.388630809953024
Felis catus,Domestic cat,Carnivora,1,128,3900.0,30.0,0.791780822,0.178082192,20.70569952,0.123134672,0.051929664870370366,2.3711817187223416,Blood,8.268731832117737,3.4011973816621555,3.030409001502896,-2.094476628260392,0.863388446374299,0.7360030975374173,0.24968057665166077,1.2836153344881918,-0.24252728153910486,0.2616132281952912,0.03231899335069688,0.41110520943644485,0.14803916741762446,0.7167141651674673,0.001937012184447759,0.4749203114264027,0.9764587990474115,False,-2.4305046272524766,-2.2842663675637196
Globicephala macrorhynchus,Short-finned pilot whale,Artiodactyla,1,9,2200000.0,63.0,12.05753425,1.238356164,11.37999996,0.05378267,0.09528381714814811,0.564447055226369,Blood,14.603967918328545,4.143134726391533,2.4318574251832463,-2.922803982664962,-0.5719086903554786,0.17668268730169867,0.16336433819210416,1.1774656072388061,-0.12184611982506555,-1.0356064169344683,-1.0081584792192395,-0.9324662494475726,-0.3870459487529656,-2.974459555609539,0.11292550959305142,0.0035386316468967722,0.22293379375449665,False,-2.052720732773809,-1.7359242521670168
Gorilla gorilla,Western lowland gorilla,Primates,1,6,139842.0,60.1,9.375342466,0.701369863,42.730780328099996,0.05384438999999999,0.0453702832962963,1.186776587846333,Blood,11.848268492846586,4.096009841541162,3.7549195113216243,-2.9216570590796533,0.1712408821135006,0.6641874450034136,0.4765129920524691,1.610448951604193,-0.5334986858022233,0.18953891066530826,0.31934409273057085,-0.22921548963557972,0.08991694673196082,0.5213607555937673,0.0019582051325763225,0.6030606182908032,0.9764587990474115,False,-3.2276798629025105,-3.0025873103510117
Hapalemur griseus,Bamboo lemur,Primates,2,7,1012.5,27.0,3.049315068,0.397260274,18.739999998,0.08426606196476971,0.07739427602665414,1.0948702269987634,Blood|Blood&Skin,6.920177798980694,3.295836866004329,2.9306602767035526,-2.4737760814542846,0.09063584208872609,0.45586018439833076,0.32062678340640094,1.3779911957311053,-0.8238380322564984,-0.2359151439487186,-0.11230675029573911,-0.3811726392311593,-0.1372626069084869,-0.6467774809431402,0.0018934087123260066,0.5189909546825808,0.9764587990474115,False,-2.3166414052781366,-2.166231027963172
Heterocephalus glaber,Naked mole rat,Rodentia,8,380,35.0,37.0,5.0,0.191780822,22.31791994700526,0.13560647199310086,0.06130633912068569,2.4004761668770773,Blood|Cortex|Heart|Kidney|Liver|Lung|Muscle|Skin,3.5553480614894135,3.6109179126442243,3.1053899408319605,-1.9979981760521228,0.8756671205401032,0.8736621272922692,1.0756176059367055,2.9318030404626216,-0.8521063901212667,0.3514747855309175,0.2369673433836692,0.3551404408284099,0.267667260334682,0.978089487113617,0.012654278243242481,0.32996559448162854,0.9764587990474115,False,-2.482298726532109,-2.2243125681552054
Hippotragus equinus,Roan antelope,Artiodactyla,1,6,225000.0,25.9,2.115068493,0.778082192,9.6317590551,0.2065685,0.09158774003703705,2.255416499156612,Blood,12.323855681186558,3.254242968705492,2.2650658732099793,-1.5771232024593462,0.8133346561908233,0.5743532498235634,-0.42743101001737527,0.65218239449617,0.8822773922206786,0.11196206336169445,0.1304428224697074,0.41976414577849624,0.0019020989617696271,0.3081847166757891,0.0007775536511432291,0.7584673494214014,0.9764587990474115,False,-1.8196501826019356,-1.5718976763792891
Hippotragus niger,Sable antelope,Artiodactyla,1,5,225000.0,22.2,2.673972603,0.742465753,11.697262140000001,0.15561516399999997,0.12710981959259263,1.224257610456624,Blood,12.323855681186558,3.100092288878234,2.459354809292033,-1.8603692169734238,0.20233462800459376,0.5254670816562365,-0.5815816898446333,0.5590134809967172,0.599031377706601,0.015204843274169155,0.02816220927109825,-0.19123588240773334,-0.04698406920555731,0.04176853962188129,1.234129847690111e-05,0.9667514954782819,0.9764587990474115,False,-1.9981788462833379,-1.7637438336311135
Homo sapiens,Human,Primates,12,1315,62035.0,122.5,13.5,0.767123288,68.99446388265021,0.012932963561870153,0.009689179764820777,1.3875776577426446,Adipose|Blood|BoneMarrow|Cerebellum|Cortex|Heart|Kidney|Liver|Lung|LymphNode|Muscle|Skin,11.035454020876973,4.808111029984782,4.234026267793594,-4.347975912006787,0.3275595346164644,0.25758565610945505,1.294879596609305,3.6505564083097104,-2.0815758829215434,-0.7904602261996438,-0.6791623871727577,-0.08466529491219799,-0.31979424447637284,-2.2291089414346255,0.05441191941505658,0.027637314064448408,0.49747165316007136,False,-3.6841900368155542,-3.4311217790263764
Indriidae,Indriidae,Primates,1,8,4287.85125,26.47125,3.835969178,0.403928082,29.08801102033125,0.07273386700000001,0.059714611018518514,1.2180246301436006,Blood,8.363541012316842,3.276059238395655,3.3703260968567696,-2.6209481569729696,0.19723039087602315,0.6107452262953247,0.11214730838105291,1.1186776391000595,-0.7547965424607452,0.0629928816437273,0.18278014119168073,-0.2536801369470606,0.023143986425891994,0.172690727734081,0.000166731163776256,0.863180697505779,0.9764587990474115,False,-2.771463184966288,-2.5991381403848095
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Artiodactyla,2,34,103000.0,41.0,7.004794521,0.975342466,39.659679865,0.040607628812389086,0.03846137244665009,1.1337812795766258,Blood|Skin,11.542484267211773,3.713572066704308,3.680335051072183,-3.2037993282427966,0.12555831154986866,0.4649071354426935,0.13405271404733465,1.1434530940965049,-0.8614469565528684,-0.1692918931870233,-0.19574336489663802,-0.27932540355141033,-0.11053313306745144,-0.4651745485014043,0.00143617539841917,0.6426357069363271,0.9764587990474115,False,-3.1452107126767284,-2.9312218299403874
Lemur catta,Ring-tailed lemur,Primates,2,7,2555.0,37.3,2.064383562,0.369863014,32.7799999875,0.05653774358131455,0.03763098967319387,1.5031825930314586,Blood|Blood&Skin,7.845807502637805,3.6189933266497696,3.4898185729343534,-2.872846835873248,0.40758458910825207,0.5350037151883809,0.5227686349153631,1.6866910227883671,-1.0842508961739659,-0.08284291575901426,0.03043452096385435,-0.05082202196611557,-0.05457810183456202,-0.2276305595605208,0.00036792561121305306,0.820314501737838,0.9764587990474115,False,-2.8889430841876824,-2.6956917702116283
Lemuridae,Lemuridae,Primates,2,52,2328.465385,34.63358974,2.014365999,0.330593607,38.46226668518829,0.05966812700712194,0.03375696513169444,1.769509207415992,Blood|Skin,7.7529646965185055,3.5448240128745363,3.649677674596308,-2.818957287129302,0.5707022241896693,0.6625011816988363,0.4607373671095605,1.5852424597946275,-1.0442690554409872,0.12293985769923221,0.23111449437662301,0.11095137444629116,0.07256419674252623,0.33868708231473,0.0009990513767048172,0.7354276834727591,0.9764587990474115,False,-3.0513923388417683,-2.8373216609895304
Leptonycteris yerbabuenae,Lesser long-nosed bat,Chiroptera,1,11,25.0,10.1,1.0,0.410958904,4.8000000025,0.487978387,0.3612298944814814,1.3508804073385359,Skin,3.2188758248682006,2.312535423847214,1.5686159184346786,-0.7174841630441999,0.3007565334746995,0.6761626877757746,-0.17877530901763583,0.8362937859603493,0.3780046049650314,0.15130173492040178,0.08192450511342597,-0.2246418106170373,0.06888065432773638,0.416281649719031,0.0013256361260325796,0.6779353370738475,0.9764587990474115,False,-0.9639405233744893,-0.7707288662327159
Litocranius walleri,Gerenuk,Artiodactyla,1,7,43500.0,17.3,0.983561644,0.55890411,6.491444227000001,0.370825673,0.2219517113888889,1.6707493295704496,Blood,10.680516217076775,2.8507065015037334,1.870485037084428,-0.9920232109018635,0.5132722261343545,0.6948971022385886,-0.6161212140297843,0.5400350608509351,1.2212076870073565,0.2909226455393831,0.3107404994810973,0.09590837570676758,0.11615939557689059,0.8017424939894291,0.004778121990162221,0.4242607781308648,0.9764587990474115,False,-1.403120977386501,-1.1761813290872571
Lorisidae,Lorisidae,Primates,2,10,599.4428571,23.65714286,1.132876712,0.499412916,17.14586573989048,0.11980862623088977,0.06901301232592819,1.7666633463185923,Blood|Skin,6.39600065232656,3.163665093016619,2.8417570798217584,-2.121859590626851,0.5690926524458941,0.5930029912687385,0.25698467435449945,1.2930253101599762,-0.5504424630427467,0.021927605400726247,0.14491186488185726,0.08969479269814584,-0.002125027170661209,0.06003515513098071,1.7229850225805146e-05,0.9522258678590078,0.9764587990474115,False,-2.2239289173569743,-2.0718646233863254
Loxodonta africana,Savanna elephant,Proboscidea,1,57,4800000.0,65.0,10.50410959,1.835616438,47.254794535,0.057913729,0.02726941283333335,2.1237614962214337,Blood,15.38412647587812,4.174387269895637,3.855554120432065,-2.848800806793923,0.7531888071601287,0.7900176347863406,0.09262082157267404,1.0970456803377646,0.0690235950292406,0.4179439307402384,0.2868046360441858,0.4039268922310301,0.22927347662679276,1.1633974029741532,0.01661101724411074,0.24693867568281055,0.9764587990474115,False,-3.4295086492248785,-3.1154704653384675
Macaca mulatta,Rhesus macaque,Primates,7,277,8235.0,42.0,4.435616438,0.452054795,37.5248014340361,0.05575195668184448,0.04446723438450563,1.3121315338635384,Adipose|Blood|Cortex|Liver|Lung|Muscle|Skin,9.016148642611741,3.7376696182833684,3.6250020859408645,-2.8868427718256213,0.2716529399659143,0.6039317942935118,0.48843733069208684,1.629767441465268,-0.9229315489253418,0.05243085728580299,0.16890170672489813,-0.16980870916638052,0.018827089298883437,0.14400946762140293,0.00014350236175319432,0.8857306043950601,0.9764587990474115,False,-3.036639057820592,-2.8432249883058978
Macropus fuliginosus,Western grey kangaroo,Diprotodontia,1,5,28250.0,23.2,2.123287671,0.082191781,3.3698630112000005,0.33057782,0.37323704031481464,0.8857047513857875,Blood,10.248848736574587,3.1441522786722644,1.2148720940425084,-1.106913185984998,-0.12137162162663921,0.3215846680342927,-0.2662402649739306,0.7662550011444735,1.0416545944723414,-0.46045661223551604,-0.31000641505189397,-0.544985435230692,-0.2588043722455942,-1.2850893981173392,0.02181801766656808,0.2011954067345683,0.9764587990474115,False,-0.7988495531356019,-0.5097943299958564
Macropus giganteus,Eastern grey kangaroo,Diprotodontia,1,12,49500.0,25.0,2.642465753,0.098630137,11.479999999999999,0.09439033,0.08816159225925928,1.070651375288501,Blood,10.809727948556782,3.2188758248682006,2.4406063908914204,-2.3603166475183306,0.06826722520529412,0.3128086611734422,-0.2648447227763886,0.7673250888352424,-0.12773003312304976,-0.5279837855988954,-0.4090074842436142,-0.34722581354387333,-0.2654347491011174,-1.4574469095755094,0.009377931414244759,0.1475623022900716,0.9764587990474115,False,-1.9325707206074607,-1.7436915631028542
Macropus rufogriseus,Red-necked wallaby,Diprotodontia,1,5,16200.0,15.2,1.373972603,0.079452055,7.6299999968,0.22532122399999996,0.18774800109259251,1.2001258212537629,Blood,9.692766521220475,2.7212954278522306,2.0320878448769686,-1.4902282326962797,0.18242640234227042,0.4962905622878518,-0.6163962596384742,0.5398865470038865,0.5750392964599604,-0.0686364829436763,0.055237919193147134,-0.24923873207243835,-0.08622575720153908,-0.1879535361206035,0.00017019693196053734,0.8512253345215245,0.9764587990474115,False,-1.5200103722677758,-1.3313522455226021
Macropus rufus,Red kangaroo,Diprotodontia,1,37,55000.0,25.0,1.812328767,0.090410959,11.110000000000001,0.134640493,0.0927299256851852,1.451963775503279,Blood,10.915088464214607,3.2188758248682006,2.4078456036515385,-2.0051470674901286,0.3729169680909013,0.4318163966938122,-0.2786193040915461,0.7568279696901685,0.243222388343304,-0.20250303615059861,-0.081961920975826,-0.04105059243056003,-0.14602395944905078,-0.5551005980904332,0.001461834425968795,0.5798422191610715,0.9764587990474115,False,-1.904913803022089,-1.7121463618000825
Marmota flaviventris,Yellow-bellied marmot,Rodentia,1,153,3500.0,21.2,2.0,0.082191781,12.029999996,0.218685507,0.10955240905555556,1.9961725067050005,Blood,8.160518247477505,3.054001181677967,2.4874035296540855,-1.520120622356747,0.691231600359653,0.7594426897984173,-0.08336803861613928,0.9200124847817899,0.31561849762858185,0.3129595939253287,0.2437086780793971,0.2373815766015177,0.17106479119980078,0.8567719088402009,0.0019654174348650018,0.39325074728043463,0.9764587990474115,False,-1.9000815428393585,-1.7728594220223681
Megaptera novaeangliae,Humpback whale,Artiodactyla,1,91,30000000.0,95.0,7.96,0.936986301,43.30000003,0.047521276000000015,0.02548978527777777,1.864326257837467,Skin,17.216707939626428,4.553876891600541,3.7681526357012847,-3.0465777524364,0.6228997319759402,0.5939985256881135,0.23252313458376772,1.2617796367680343,0.14576450348278192,0.1668295615101978,0.1719970194847087,0.3001711260952229,0.04026486407010943,0.4655913215457792,0.0037807044095359917,0.6423381457629269,0.9764587990474115,False,-3.399954024613574,-3.0334069893755995
Microtus ochrogaster,Prairie vole,Rodentia,3,141,40.0,5.3,0.128767123,0.063013699,1.0438000041,1.9884942285857516,0.7947454113661406,2.578666174235801,Brain|Liver|Skin,3.6888794541139363,1.667706820558076,0.0428679041551313,0.6873776832654958,0.9472722785194996,0.5991713045831352,-0.8850510604062563,0.4126931004636922,1.8532722642059447,0.0995064608022308,0.07286555473805045,0.42867895335616035,-0.00631274122696146,0.2788088233749134,0.0016076490646901127,0.7808635864262791,0.9764587990474115,False,0.42447530904763653,0.7533655540186184
Mirza zaza,Northern giant mouse lemur,Primates,1,3,302.0,20.0,1.1,0.245205479,5.210000000000001,0.09988510399999999,0.20960737937037036,0.47653429139775566,Blood&Skin,5.71042701737487,2.995732273553991,1.6505798557652758,-2.303734713554607,-0.7412155933193137,0.15022694183273996,0.1786821089126378,1.195640600258394,-0.8350154506028347,-1.314733164901627,-1.1620071319864624,-1.2305396350630258,-0.44752372214350367,-3.808259633439155,0.06379732807399388,0.00022046969093529766,0.027779181057847505,True,-1.0671331838668499,-0.9111422071330576
Molossus molossus,Pallas's mastiff bat,Chiroptera,1,14,14.0,6.0,1.166667123,0.295890411,5.5999999979999995,0.574938873,0.35181537509259286,1.634206216395984,Skin,2.6390573296152584,1.791759469228055,1.7227665973839605,-0.553491551661951,0.49115719189954377,0.929435116331623,-0.6237471831325587,0.5359324333004191,0.45514130722089563,0.4535888432457933,0.37634322368388107,-0.042636142336340166,0.319935001103264,1.2568339572068594,0.013396971697849832,0.21121475597348885,0.9764587990474115,False,-1.1109846974337856,-0.9066482016893026
Monodelphis domestica,Opossum,Didelphimorphia,2,93,105.0,5.1,0.334246575,0.04109589,2.7239063207612904,0.7918903031806679,0.5452590456042556,1.4526000609026988,Liver|Skin,4.653960350157523,1.62924053973028,1.0020669973733245,-0.23333240284558007,0.3733550961166122,0.6226823695810143,-1.0496897047163072,0.35004634999258993,1.077129795879818,0.11557744829230185,,-0.13126515872054467,0.020890217647321463,0.3186150064735022,0.0009343074654105569,0.7505632852375578,0.9764587990474115,False,-0.45849932982214037,-0.2383186452471263
Mus musculus,Mouse,Rodentia,18,2091,20.5,4.0,0.115068493,0.052054795,2.3737080926848395,0.8290204552164259,0.4463000109745036,2.083192211497257,Aorta|Blood|Cerebellum|Cortex|Fibroblast|Heart|HematopoieticStem.Progenitor.LSK|Hippocampus|Kidney|Liver|Lung|MacrophagePeritoneal|Muscle|SVZ|Skin|Striatum|Tail|WholeBrain,3.0204248861443626,1.3862943611198906,0.8644533285113557,-0.18751044958379237,0.7339014343045293,0.5680701036451107,-1.0790713716141844,0.33991103016030044,0.87825067634268,0.0020741320113708273,-0.051942416509879796,0.20562978815650568,-0.039971099120696296,0.005732311431796232,3.697940570388763e-07,0.995435665094384,0.995435665094384,False,-0.3085143981314612,-0.06534501305753863
Myotis lucifugus,Little brown bat,Chiroptera,1,11,10.0,34.0,0.769,0.150684932,4.900000032,0.36590624299999996,0.3315224086666667,1.103714962954148,Skin,2.302585092994046,3.5263605246161616,1.5892352116471933,-1.0053781450637225,0.09868172878929166,0.5175773697209229,1.1548434460982175,3.1735265506714745,-0.04714830410250048,-0.13207833069893582,-0.2075508109969595,-0.4399832698266359,-0.09320991199788708,-0.3642261674186631,0.0012398360346074352,0.716319628142881,0.9764587990474115,False,-0.9828774281658798,-0.7666819134568894
